GeneSymbol	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells
LYPD3	1.0	5.0	4.0	6.0	3.0	4.0	4.0	4.0	4.0	5.0
PHLDB3	5.0	8.0	8.0	6.0	9.0	2.0	4.0	6.0	3.0	10.0
ETHE1	54.0	68.0	56.0	64.0	65.0	54.0	54.0	43.0	55.0	50.0
ZNF575	7.0	1.0	5.0	3.0	9.0	7.0	4.0	6.0	4.0	3.0
XRCC1	9.0	11.0	9.0	12.0	6.0	7.0	7.0	15.0	7.0	9.0
L34079.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
L34079.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PINLYP	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0
IRGQ	11.0	13.0	12.0	8.0	9.0	11.0	9.0	12.0	7.0	5.0
ZNF576	9.0	6.0	6.0	5.0	7.0	7.0	7.0	6.0	7.0	8.0
SRRM5	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
ZNF428	27.0	9.0	16.0	13.0	13.0	23.0	18.0	21.0	18.0	12.0
CADM4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
PLAUR	26.0	19.0	27.0	24.0	34.0	27.0	11.0	27.0	14.0	24.0
SMG9	9.0	9.0	6.0	10.0	14.0	10.0	14.0	12.0	11.0	16.0
KCNN4	27.0	16.0	19.0	22.0	25.0	20.0	19.0	22.0	17.0	17.0
LYPD5	1.0	1.0	0.0	2.0	3.0	1.0	0.0	0.0	0.0	1.0
ZNF283	4.0	3.0	2.0	1.0	2.0	1.0	0.0	3.0	3.0	3.0
ZNF404	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
AC006213.2	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
AC006213.3	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
ZNF45	2.0	2.0	2.0	1.0	1.0	3.0	1.0	4.0	0.0	4.0
ZNF221	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
ZNF155	2.0	1.0	3.0	1.0	2.0	2.0	1.0	4.0	1.0	2.0
AC006213.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006213.1	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0
ZNF230	2.0	0.0	0.0	3.0	4.0	1.0	2.0	2.0	1.0	2.0
AC067968.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF222	1.0	1.0	0.0	1.0	3.0	0.0	0.0	3.0	1.0	2.0
ZNF223	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	3.0
ZNF284	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
ZNF224	1.0	2.0	5.0	1.0	5.0	3.0	6.0	5.0	2.0	1.0
AC021092.1	1.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0
ZNF225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ZNF234	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
AC138470.2	1.0	2.0	2.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0
ZNF226	4.0	2.0	2.0	1.0	2.0	2.0	1.0	4.0	6.0	2.0
ZNF227	2.0	4.0	3.0	2.0	1.0	2.0	4.0	4.0	1.0	2.0
ZNF235	4.0	10.0	5.0	3.0	6.0	6.0	3.0	7.0	2.0	3.0
ZNF233	1.0	1.0	3.0	1.0	2.0	1.0	0.0	0.0	2.0	1.0
ZNF112	1.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0
ZNF285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF229	2.0	1.0	2.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0
ZNF180	7.0	4.0	5.0	10.0	4.0	4.0	2.0	6.0	9.0	5.0
CEACAM20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
IGSF23	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC243964.3	24.0	25.0	22.0	15.0	21.0	27.0	27.0	23.0	14.0	15.0
PVR	5.0	7.0	9.0	5.0	7.0	17.0	9.0	10.0	9.0	8.0
CEACAM19	4.0	3.0	3.0	2.0	4.0	3.0	5.0	2.0	3.0	0.0
CEACAM16	1.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
BCL3	22.0	19.0	26.0	25.0	25.0	18.0	18.0	24.0	11.0	20.0
CBLC	34.0	34.0	34.0	26.0	29.0	24.0	33.0	30.0	22.0	30.0
AC092306.1	1.0	2.0	3.0	3.0	2.0	2.0	2.0	3.0	2.0	1.0
BCAM	7.0	5.0	3.0	2.0	4.0	5.0	4.0	7.0	4.0	5.0
NECTIN2	35.0	28.0	53.0	38.0	34.0	29.0	38.0	31.0	32.0	37.0
AC011481.2	4.0	2.0	1.0	2.0	3.0	2.0	1.0	1.0	0.0	0.0
TOMM40	7.0	12.0	11.0	13.0	17.0	10.0	13.0	16.0	12.0	16.0
APOE	12.0	3.0	3.0	5.0	4.0	0.0	23.0	8.0	1.0	5.0
APOC1	6.0	1.0	3.0	3.0	4.0	2.0	3.0	5.0	3.0	3.0
APOC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APOC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC011481.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLPTM1	16.0	8.0	10.0	12.0	9.0	7.0	18.0	12.0	13.0	11.0
RELB	26.0	22.0	30.0	30.0	24.0	35.0	37.0	33.0	23.0	31.0
CLASRP	21.0	20.0	30.0	27.0	27.0	23.0	29.0	33.0	29.0	27.0
ZNF296	7.0	4.0	8.0	5.0	12.0	4.0	12.0	7.0	7.0	4.0
GEMIN7-AS1	3.0	1.0	4.0	4.0	5.0	2.0	3.0	5.0	0.0	4.0
GEMIN7	6.0	4.0	5.0	4.0	6.0	5.0	3.0	6.0	11.0	9.0
MARK4	4.0	1.0	5.0	5.0	2.0	5.0	9.0	6.0	3.0	6.0
PPP1R37	3.0	4.0	3.0	7.0	6.0	7.0	7.0	7.0	5.0	7.0
NKPD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRAPPC6A	14.0	8.0	23.0	25.0	18.0	13.0	16.0	39.0	17.0	21.0
BLOC1S3	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
EXOC3L2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
CKM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLC3	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
ERCC2	4.0	5.0	10.0	1.0	3.0	4.0	2.0	5.0	4.0	0.0
PPP1R13L	14.0	15.0	7.0	14.0	15.0	16.0	9.0	17.0	10.0	7.0
CD3EAP	6.0	4.0	3.0	12.0	5.0	5.0	4.0	9.0	6.0	6.0
ERCC1	47.0	32.0	31.0	29.0	42.0	37.0	42.0	46.0	32.0	34.0
FOSB	530.0	390.0	559.0	507.0	504.0	475.0	551.0	539.0	395.0	574.0
RTN2	0.0	0.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	3.0
PPM1N	2.0	4.0	1.0	0.0	3.0	3.0	0.0	3.0	1.0	2.0
VASP	40.0	32.0	40.0	35.0	30.0	33.0	29.0	40.0	31.0	41.0
OPA3	21.0	21.0	24.0	20.0	27.0	22.0	22.0	14.0	28.0	20.0
GPR4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
EML2	21.0	16.0	16.0	17.0	33.0	32.0	19.0	21.0	18.0	21.0
EML2-AS1	1.0	2.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0
GIPR	3.0	5.0	2.0	2.0	8.0	5.0	4.0	4.0	4.0	2.0
SNRPD2	256.0	217.0	208.0	279.0	258.0	216.0	234.0	243.0	224.0	224.0
QPCTL	6.0	3.0	3.0	6.0	2.0	2.0	4.0	6.0	2.0	3.0
FBXO46	10.0	6.0	15.0	8.0	15.0	20.0	8.0	13.0	14.0	8.0
BHMG1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
SIX5	4.0	2.0	5.0	2.0	4.0	3.0	4.0	3.0	1.0	2.0
AC074212.1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0
DM1-AS	1.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	1.0
DMPK	8.0	5.0	6.0	10.0	8.0	7.0	7.0	6.0	7.0	8.0
DMWD	0.0	0.0	2.0	2.0	0.0	1.0	0.0	2.0	1.0	0.0
RSPH6A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYMPK	15.0	23.0	20.0	26.0	19.0	31.0	23.0	20.0	22.0	21.0
AC092301.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FOXA3	19.0	16.0	24.0	12.0	31.0	20.0	23.0	26.0	21.0	24.0
IRF2BP1	0.0	0.0	2.0	1.0	0.0	2.0	2.0	1.0	2.0	4.0
MYPOP	0.0	5.0	3.0	3.0	1.0	3.0	0.0	1.0	0.0	3.0
NOVA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC61	4.0	7.0	7.0	15.0	6.0	8.0	8.0	10.0	6.0	4.0
AC007785.3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
IGFL4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
AC007785.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
IGFL2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC006262.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HIF3A	1.0	0.0	1.0	2.0	1.0	2.0	3.0	3.0	1.0	2.0
AC007193.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPP5C	17.0	22.0	27.0	22.0	16.0	19.0	22.0	22.0	22.0	21.0
CCDC8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNMA8C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNMA8A	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPP5D1	6.0	5.0	7.0	3.0	5.0	1.0	2.0	7.0	2.0	4.0
PNMA8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC011484.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC093503.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALM3	34.0	26.0	19.0	27.0	16.0	17.0	29.0	35.0	24.0	23.0
AC093503.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTGIR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GNG8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DACT3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DACT3-AS1	7.0	6.0	3.0	6.0	6.0	10.0	8.0	8.0	3.0	10.0
PRKD2	13.0	15.0	20.0	13.0	10.0	18.0	15.0	12.0	11.0	12.0
STRN4	7.0	6.0	7.0	4.0	7.0	7.0	5.0	6.0	7.0	8.0
AC008635.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FKRP	1.0	4.0	1.0	2.0	3.0	0.0	0.0	3.0	2.0	5.0
SLC1A5	49.0	43.0	56.0	45.0	46.0	39.0	42.0	44.0	44.0	42.0
AC008622.2	1.0	1.0	0.0	2.0	1.0	1.0	3.0	3.0	2.0	1.0
AP2S1	85.0	55.0	72.0	76.0	61.0	52.0	73.0	81.0	61.0	64.0
ARHGAP35	15.0	10.0	13.0	16.0	11.0	19.0	22.0	14.0	7.0	14.0
NPAS1	2.0	4.0	1.0	2.0	4.0	2.0	2.0	2.0	1.0	1.0
TMEM160	4.0	1.0	1.0	3.0	5.0	3.0	3.0	6.0	6.0	3.0
ZC3H4	18.0	19.0	20.0	19.0	15.0	18.0	18.0	17.0	16.0	19.0
SAE1	61.0	50.0	61.0	59.0	62.0	55.0	55.0	52.0	44.0	52.0
BBC3	25.0	26.0	29.0	27.0	32.0	26.0	27.0	28.0	31.0	44.0
AC008532.1	1.0	3.0	2.0	2.0	6.0	3.0	1.0	2.0	2.0	2.0
CCDC9	29.0	18.0	29.0	25.0	25.0	30.0	31.0	29.0	22.0	24.0
INAFM1	0.0	0.0	1.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0
C5AR1	7.0	4.0	3.0	10.0	11.0	5.0	8.0	8.0	5.0	9.0
C5AR2	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0
DHX34	33.0	27.0	34.0	26.0	43.0	30.0	30.0	30.0	33.0	32.0
MEIS3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
SLC8A2	2.0	1.0	1.0	0.0	1.0	2.0	1.0	3.0	0.0	1.0
AC073548.2	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
KPTN	4.0	2.0	0.0	3.0	2.0	2.0	4.0	4.0	2.0	1.0
NAPA-AS1	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
NAPA	95.0	62.0	88.0	82.0	84.0	74.0	93.0	116.0	70.0	101.0
ZNF541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010519.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AC010331.1	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0
BICRA	3.0	4.0	4.0	3.0	6.0	3.0	0.0	5.0	3.0	2.0
BICRA-AS1	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EHD2	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0
NOP53	97.0	79.0	89.0	98.0	88.0	84.0	95.0	118.0	72.0	83.0
NOP53-AS1	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
SELENOW	218.0	142.0	238.0	197.0	181.0	174.0	195.0	270.0	175.0	192.0
CRX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SULT2A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ELSPBP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CABP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G4C	3.0	1.0	1.0	3.0	1.0	0.0	2.0	2.0	0.0	1.0
PLA2G4C-AS1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIG1	23.0	18.0	26.0	17.0	18.0	26.0	25.0	23.0	15.0	21.0
AC011466.3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
ZSWIM9	4.0	5.0	5.0	6.0	3.0	3.0	4.0	5.0	3.0	2.0
CARD8	6.0	4.0	2.0	3.0	4.0	2.0	1.0	5.0	4.0	3.0
AC011466.1	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
CARD8-AS1	3.0	1.0	1.0	2.0	1.0	5.0	0.0	2.0	1.0	2.0
ZNF114-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ZNF114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC114	2.0	0.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0
EMP3	8.0	3.0	9.0	6.0	8.0	11.0	24.0	10.0	4.0	15.0
TMEM143	13.0	9.0	3.0	8.0	4.0	10.0	12.0	12.0	6.0	7.0
SYNGR4	0.0	2.0	3.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
KDELR1	76.0	44.0	62.0	65.0	64.0	48.0	47.0	64.0	55.0	57.0
GRIN2D	2.0	1.0	2.0	0.0	1.0	8.0	1.0	5.0	2.0	4.0
GRWD1	13.0	9.0	10.0	10.0	9.0	6.0	14.0	12.0	14.0	12.0
KCNJ14	2.0	1.0	0.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0
AC008403.2	2.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
CYTH2	7.0	10.0	10.0	9.0	9.0	5.0	4.0	9.0	6.0	9.0
LMTK3	1.0	1.0	2.0	6.0	4.0	2.0	2.0	2.0	1.0	3.0
AC008403.3	5.0	3.0	5.0	3.0	3.0	3.0	3.0	3.0	1.0	5.0
SULT2B1	3.0	4.0	3.0	9.0	4.0	1.0	0.0	2.0	1.0	2.0
FAM83E	16.0	12.0	21.0	19.0	13.0	17.0	21.0	15.0	21.0	19.0
RPL18	1328.0	967.0	1229.0	1253.0	1126.0	965.0	1114.0	1405.0	1066.0	1099.0
AC022154.1	1.0	2.0	0.0	2.0	4.0	5.0	1.0	1.0	1.0	0.0
SPHK2	24.0	18.0	23.0	26.0	17.0	19.0	12.0	20.0	18.0	15.0
DBP	2.0	2.0	3.0	1.0	2.0	1.0	3.0	1.0	0.0	0.0
CA11	2.0	1.0	0.0	2.0	1.0	0.0	1.0	2.0	0.0	0.0
NTN5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FUT2	20.0	18.0	16.0	23.0	20.0	17.0	13.0	19.0	20.0	25.0
MAMSTR	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	1.0
RASIP1	1.0	0.0	2.0	1.0	2.0	2.0	0.0	3.0	2.0	0.0
IZUMO1	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
FUT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCAT2	24.0	12.0	15.0	16.0	15.0	9.0	14.0	25.0	14.0	12.0
AC026803.3	1.0	1.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0
HSD17B14	1.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	1.0	1.0
PLEKHA4	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
PPP1R15A	402.0	306.0	406.0	308.0	354.0	309.0	358.0	397.0	333.0	332.0
TULP2	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0
NUCB1	35.0	27.0	33.0	32.0	25.0	23.0	31.0	56.0	23.0	24.0
NUCB1-AS1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
AC026803.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHDH	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0
BAX	33.0	29.0	38.0	34.0	48.0	30.0	31.0	37.0	37.0	38.0
AC026803.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FTL	1163.0	650.0	849.0	1008.0	871.0	829.0	935.0	1094.0	988.0	959.0
GYS1	14.0	16.0	15.0	17.0	12.0	12.0	17.0	20.0	9.0	14.0
RUVBL2	44.0	41.0	41.0	45.0	44.0	36.0	41.0	48.0	42.0	47.0
LHB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008687.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CGB7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNA7	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNRNP70	74.0	43.0	76.0	66.0	69.0	66.0	63.0	91.0	53.0	76.0
LIN7B	2.0	2.0	3.0	3.0	5.0	3.0	1.0	4.0	3.0	6.0
C19orf73	2.0	0.0	3.0	3.0	1.0	1.0	4.0	0.0	1.0	3.0
PPFIA3	22.0	23.0	28.0	30.0	23.0	31.0	14.0	21.0	19.0	27.0
HRC	1.0	3.0	3.0	3.0	7.0	4.0	4.0	2.0	2.0	2.0
TRPM4	72.0	56.0	66.0	54.0	77.0	58.0	74.0	61.0	49.0	68.0
SLC6A16	0.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	2.0	2.0
AC011450.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CD37	1.0	2.0	3.0	5.0	5.0	2.0	7.0	2.0	2.0	2.0
TEAD2	8.0	9.0	7.0	17.0	6.0	14.0	8.0	6.0	8.0	8.0
AC010524.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DKKL1	0.0	2.0	1.0	1.0	3.0	0.0	1.0	2.0	2.0	1.0
AC010643.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
CCDC155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTH2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC17A7	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0
PIH1D1	42.0	30.0	26.0	33.0	30.0	29.0	22.0	38.0	37.0	36.0
ALDH16A1	13.0	11.0	16.0	21.0	7.0	20.0	11.0	16.0	14.0	11.0
FLT3LG	2.0	0.0	2.0	2.0	1.0	2.0	4.0	3.0	1.0	3.0
RPL13A	608.0	435.0	596.0	635.0	559.0	463.0	542.0	730.0	498.0	464.0
RPS11	409.0	288.0	398.0	431.0	386.0	310.0	345.0	436.0	302.0	382.0
FCGRT	82.0	53.0	50.0	59.0	55.0	35.0	65.0	68.0	53.0	60.0
RCN3	17.0	9.0	12.0	10.0	17.0	7.0	18.0	16.0	10.0	18.0
NOSIP	52.0	45.0	46.0	60.0	50.0	45.0	54.0	55.0	42.0	47.0
PRRG2	24.0	18.0	13.0	22.0	21.0	20.0	20.0	19.0	16.0	34.0
PRR12	8.0	5.0	6.0	7.0	4.0	2.0	9.0	10.0	6.0	3.0
AC011495.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RRAS	3.0	5.0	7.0	3.0	4.0	1.0	4.0	4.0	5.0	3.0
SCAF1	14.0	9.0	16.0	15.0	20.0	16.0	16.0	24.0	17.0	12.0
IRF3	38.0	17.0	31.0	28.0	26.0	26.0	26.0	26.0	16.0	27.0
BCL2L12	15.0	21.0	28.0	33.0	30.0	27.0	24.0	17.0	19.0	28.0
PRMT1	77.0	48.0	68.0	81.0	67.0	63.0	61.0	89.0	58.0	62.0
ADM5	6.0	3.0	3.0	6.0	5.0	6.0	2.0	8.0	1.0	5.0
AC011495.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPT1C	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0
TSKS	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
AP2A1	10.0	4.0	9.0	8.0	11.0	3.0	9.0	10.0	4.0	5.0
FUZ	5.0	2.0	4.0	4.0	4.0	5.0	5.0	4.0	3.0	3.0
AC006942.1	1.0	2.0	1.0	2.0	0.0	3.0	1.0	1.0	1.0	1.0
MED25	21.0	17.0	12.0	24.0	13.0	27.0	16.0	25.0	18.0	16.0
PTOV1-AS1	3.0	3.0	1.0	4.0	2.0	1.0	2.0	2.0	1.0	1.0
PTOV1	7.0	12.0	16.0	8.0	16.0	4.0	11.0	14.0	11.0	13.0
AC018766.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTOV1-AS2	1.0	3.0	4.0	1.0	1.0	6.0	1.0	3.0	5.0	2.0
PNKP	37.0	20.0	29.0	23.0	26.0	26.0	22.0	28.0	29.0	16.0
AKT1S1	13.0	15.0	20.0	11.0	21.0	16.0	19.0	10.0	15.0	12.0
TBC1D17	12.0	11.0	14.0	6.0	8.0	4.0	9.0	9.0	3.0	6.0
IL4I1	2.0	2.0	2.0	0.0	3.0	2.0	1.0	2.0	0.0	2.0
NUP62	17.0	33.0	24.0	19.0	30.0	28.0	27.0	34.0	23.0	26.0
ATF5	26.0	21.0	23.0	38.0	31.0	25.0	28.0	26.0	33.0	44.0
SIGLEC11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VRK3	5.0	11.0	18.0	14.0	13.0	9.0	11.0	6.0	13.0	13.0
ZNF473	6.0	9.0	9.0	10.0	7.0	10.0	5.0	10.0	12.0	12.0
AC010624.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010624.1	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC010624.5	0.0	2.0	2.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0
MYH14	70.0	79.0	82.0	75.0	82.0	74.0	58.0	89.0	79.0	72.0
KCNC3	0.0	1.0	3.0	3.0	1.0	3.0	2.0	2.0	0.0	2.0
NR1H2	31.0	34.0	29.0	27.0	39.0	34.0	26.0	35.0	32.0	37.0
NAPSA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0
AC008655.2	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
POLD1	18.0	19.0	14.0	21.0	19.0	12.0	11.0	15.0	5.0	17.0
SPIB	22.0	21.0	32.0	26.0	41.0	15.0	29.0	13.0	26.0	21.0
MYBPC2	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0
FAM71E1	4.0	6.0	2.0	1.0	2.0	3.0	0.0	4.0	2.0	2.0
EMC10	21.0	12.0	21.0	9.0	18.0	19.0	19.0	24.0	11.0	13.0
AC020909.2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
JOSD2	21.0	15.0	10.0	14.0	14.0	8.0	18.0	15.0	12.0	14.0
ASPDH	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	3.0	1.0
LRRC4B	1.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
SYT3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C19orf81	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
SHANK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC11A	4.0	0.0	1.0	0.0	1.0	1.0	3.0	4.0	0.0	0.0
AC010325.1	0.0	2.0	4.0	2.0	1.0	1.0	2.0	2.0	0.0	0.0
C19orf48	72.0	61.0	82.0	92.0	65.0	62.0	74.0	68.0	73.0	73.0
KLK1	56.0	18.0	29.0	28.0	46.0	28.0	27.0	40.0	23.0	44.0
KLK15	2.0	7.0	2.0	1.0	5.0	3.0	3.0	2.0	0.0	0.0
AC011523.1	0.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
KLK2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
