GeneSymbol	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells
PREB	8.0	6.0	7.0	3.0	10.0	10.0	7.0	6.0	6.0	5.0
TCF23	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
SLC5A6	5.0	5.0	7.0	6.0	8.0	6.0	4.0	4.0	5.0	5.0
ATRAID	8.0	6.0	4.0	5.0	7.0	10.0	5.0	4.0	6.0	4.0
CAD	6.0	7.0	12.0	10.0	6.0	7.0	5.0	10.0	9.0	7.0
SLC30A3	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0
TRIM54	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
UCN	1.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
MPV17	4.0	5.0	4.0	4.0	6.0	6.0	5.0	1.0	2.0	5.0
GTF3C2	12.0	12.0	14.0	12.0	15.0	16.0	12.0	10.0	13.0	11.0
GTF3C2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC074117.1	11.0	12.0	8.0	6.0	9.0	10.0	9.0	4.0	8.0	9.0
EIF2B4	8.0	9.0	6.0	9.0	10.0	7.0	10.0	11.0	11.0	8.0
SNX17	8.0	4.0	9.0	4.0	6.0	11.0	6.0	4.0	10.0	4.0
ZNF513	2.0	6.0	4.0	5.0	2.0	5.0	5.0	5.0	8.0	2.0
PPM1G	3.0	9.0	6.0	8.0	7.0	5.0	9.0	5.0	7.0	6.0
NRBP1	23.0	19.0	20.0	22.0	24.0	14.0	27.0	24.0	29.0	17.0
KRTCAP3	13.0	15.0	9.0	16.0	14.0	22.0	17.0	17.0	14.0	14.0
IFT172	7.0	9.0	10.0	19.0	17.0	16.0	16.0	19.0	17.0	10.0
FNDC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCKR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF512	3.0	3.0	7.0	3.0	4.0	2.0	5.0	4.0	3.0	2.0
CCDC121	5.0	4.0	6.0	6.0	3.0	6.0	5.0	3.0	4.0	5.0
GPN1	5.0	3.0	2.0	3.0	3.0	3.0	4.0	6.0	6.0	1.0
SUPT7L	5.0	8.0	9.0	8.0	13.0	11.0	8.0	8.0	9.0	9.0
SLC4A1AP	4.0	4.0	6.0	7.0	4.0	7.0	10.0	8.0	8.0	5.0
LINC01460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPL33	30.0	27.0	23.0	27.0	31.0	31.0	27.0	32.0	30.0	27.0
RBKS	2.0	4.0	3.0	5.0	4.0	5.0	6.0	5.0	5.0	1.0
BABAM2	17.0	24.0	22.0	15.0	23.0	13.0	17.0	18.0	24.0	13.0
AC093690.1	1.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	2.0	1.0
AC104695.2	2.0	2.0	1.0	1.0	2.0	4.0	5.0	5.0	4.0	0.0
FOSL2	14.0	18.0	16.0	14.0	21.0	16.0	17.0	23.0	16.0	18.0
AC104695.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC104695.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLB1	4.0	7.0	6.0	6.0	9.0	5.0	4.0	7.0	7.0	3.0
AC074011.1	3.0	4.0	5.0	2.0	3.0	1.0	6.0	4.0	2.0	2.0
AC092164.1	2.0	1.0	0.0	0.0	1.0	0.0	3.0	3.0	1.0	2.0
PPP1CB	17.0	22.0	17.0	12.0	21.0	18.0	21.0	24.0	22.0	18.0
SPDYA	3.0	0.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	3.0
AC097724.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRMT61B	7.0	3.0	4.0	3.0	4.0	7.0	6.0	5.0	7.0	3.0
WDR43	15.0	17.0	22.0	18.0	18.0	18.0	16.0	21.0	15.0	11.0
TOGARAM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCARE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLIP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALK	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0
AC074096.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC016907.2	1.0	2.0	2.0	1.0	1.0	0.0	1.0	2.0	3.0	1.0
YPEL5	26.0	29.0	30.0	32.0	21.0	27.0	34.0	39.0	35.0	19.0
LBH	25.0	40.0	44.0	35.0	47.0	34.0	49.0	31.0	35.0	26.0
AC109642.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCLAT1	10.0	11.0	9.0	14.0	8.0	12.0	15.0	11.0	11.0	9.0
CAPN13	5.0	6.0	6.0	7.0	13.0	8.0	9.0	7.0	12.0	10.0
GALNT14	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
CAPN14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EHD3	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
XDH	4.0	4.0	1.0	1.0	5.0	4.0	3.0	5.0	2.0	1.0
SRD5A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL121652.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEMO1	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0
DPY30	10.0	14.0	11.0	11.0	12.0	12.0	9.0	14.0	16.0	12.0
AL121655.1	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
SPAST	6.0	6.0	5.0	3.0	7.0	9.0	8.0	5.0	12.0	8.0
AL121658.1	3.0	4.0	4.0	3.0	6.0	3.0	3.0	1.0	2.0	2.0
SLC30A6	5.0	7.0	4.0	3.0	6.0	8.0	3.0	5.0	9.0	3.0
NLRC4	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
YIPF4	6.0	14.0	13.0	10.0	6.0	7.0	9.0	9.0	14.0	9.0
AL133245.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0
BIRC6	41.0	45.0	41.0	37.0	44.0	37.0	52.0	38.0	45.0	45.0
BIRC6-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL133243.2	1.0	1.0	1.0	2.0	2.0	1.0	0.0	1.0	1.0	1.0
AL133243.3	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
AL133243.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTC27	7.0	10.0	9.0	7.0	8.0	7.0	8.0	9.0	7.0	6.0
LINC00486	4.0	4.0	5.0	3.0	7.0	5.0	4.0	5.0	5.0	4.0
AL133244.2	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
LTBP1	17.0	24.0	20.0	20.0	24.0	23.0	16.0	19.0	28.0	11.0
AC019127.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RASGRP3	3.0	1.0	1.0	0.0	2.0	2.0	1.0	0.0	3.0	3.0
AC020594.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM98A	6.0	3.0	1.0	4.0	5.0	4.0	6.0	6.0	4.0	8.0
AC017050.1	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LINC01320	1.0	2.0	3.0	2.0	1.0	2.0	2.0	3.0	2.0	1.0
AC008170.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC012593.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC079352.1	1.0	1.0	0.0	2.0	1.0	1.0	1.0	2.0	2.0	0.0
CRIM1-DT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRIM1	31.0	52.0	36.0	18.0	40.0	22.0	40.0	30.0	33.0	29.0
FEZ2	11.0	19.0	15.0	13.0	13.0	8.0	12.0	8.0	16.0	11.0
VIT	1.0	2.0	2.0	2.0	1.0	3.0	1.0	1.0	3.0	1.0
STRN	16.0	23.0	17.0	21.0	18.0	27.0	24.0	28.0	22.0	15.0
HEATR5B	16.0	23.0	14.0	18.0	10.0	13.0	8.0	20.0	17.0	9.0
GPATCH11	4.0	5.0	5.0	4.0	3.0	2.0	2.0	4.0	4.0	2.0
EIF2AK2	9.0	5.0	8.0	12.0	8.0	9.0	15.0	11.0	8.0	10.0
SULT6B1	2.0	2.0	2.0	2.0	1.0	2.0	1.0	0.0	2.0	0.0
CEBPZOS	9.0	8.0	7.0	7.0	9.0	11.0	11.0	6.0	10.0	10.0
CEBPZ	35.0	41.0	30.0	35.0	31.0	29.0	37.0	33.0	33.0	24.0
AC007390.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFAF7	9.0	7.0	9.0	7.0	10.0	4.0	7.0	6.0	7.0	8.0
PRKD3	8.0	10.0	12.0	8.0	10.0	11.0	15.0	13.0	14.0	13.0
AC007391.1	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
QPCT	4.0	3.0	1.0	0.0	3.0	2.0	2.0	2.0	4.0	3.0
AC007391.3	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
AC006369.1	0.0	1.0	1.0	2.0	2.0	2.0	0.0	2.0	1.0	1.0
CDC42EP3	20.0	22.0	25.0	17.0	20.0	25.0	22.0	14.0	25.0	25.0
LINC00211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RMDN2	8.0	11.0	5.0	12.0	9.0	9.0	8.0	8.0	9.0	8.0
RMDN2-AS1	1.0	3.0	2.0	2.0	2.0	1.0	1.0	2.0	3.0	1.0
CYP1B1	7.0	1.0	7.0	6.0	0.0	7.0	0.0	6.0	6.0	7.0
CYP1B1-AS1	3.0	5.0	4.0	1.0	2.0	3.0	2.0	1.0	2.0	3.0
AC009229.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC009229.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATL2	20.0	15.0	13.0	20.0	15.0	17.0	22.0	19.0	26.0	15.0
LINC02613	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0
HNRNPLL	7.0	13.0	9.0	11.0	7.0	12.0	9.0	13.0	14.0	7.0
AC011247.1	2.0	3.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0
GALM	10.0	5.0	8.0	11.0	16.0	14.0	13.0	10.0	7.0	12.0
AC074366.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRSF7	261.0	241.0	269.0	209.0	309.0	301.0	259.0	253.0	298.0	258.0
GEMIN6	8.0	6.0	4.0	5.0	2.0	7.0	7.0	4.0	3.0	6.0
DHX57	4.0	5.0	7.0	3.0	7.0	4.0	5.0	7.0	5.0	3.0
MORN2	3.0	0.0	2.0	3.0	2.0	4.0	3.0	0.0	3.0	2.0
ARHGEF33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC019171.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SOS1	21.0	21.0	28.0	33.0	31.0	32.0	33.0	27.0	30.0	28.0
SOS1-IT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDKL4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAP4K3	18.0	34.0	21.0	20.0	21.0	20.0	21.0	24.0	24.0	20.0
AC007684.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAP4K3-DT	19.0	16.0	14.0	14.0	13.0	11.0	10.0	10.0	18.0	6.0
TMEM178A	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
THUMPD2	6.0	9.0	8.0	7.0	7.0	11.0	5.0	7.0	11.0	7.0
SLC8A1-AS1	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
SLC8A1	2.0	5.0	3.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0
AC007877.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007317.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC009413.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PKDCC	11.0	14.0	10.0	9.0	6.0	12.0	12.0	4.0	11.0	7.0
AC083949.1	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
EML4	79.0	75.0	52.0	62.0	82.0	66.0	85.0	81.0	82.0	70.0
COX7A2L	34.0	32.0	25.0	36.0	32.0	36.0	39.0	34.0	39.0	31.0
KCNG3	2.0	5.0	3.0	4.0	5.0	5.0	3.0	4.0	4.0	2.0
MTA3	30.0	31.0	22.0	28.0	19.0	25.0	23.0	28.0	30.0	28.0
OXER1	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
HAAO	6.0	4.0	4.0	2.0	3.0	5.0	5.0	5.0	2.0	5.0
AC016735.1	3.0	4.0	3.0	4.0	5.0	6.0	6.0	5.0	3.0	2.0
LINC01819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010883.2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC010883.3	3.0	3.0	2.0	4.0	2.0	5.0	3.0	4.0	4.0	2.0
ZFP36L2	79.0	88.0	62.0	77.0	94.0	83.0	89.0	86.0	90.0	79.0
LINC01126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010883.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THADA	17.0	15.0	9.0	19.0	17.0	12.0	11.0	16.0	16.0	16.0
PLEKHH2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1GALT1C1L	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
DYNC2LI1	4.0	4.0	3.0	2.0	4.0	3.0	5.0	3.0	4.0	2.0
ABCG5	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
ABCG8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRPPRC	19.0	20.0	14.0	12.0	21.0	18.0	15.0	14.0	20.0	17.0
AC019129.2	0.0	4.0	4.0	3.0	2.0	2.0	1.0	2.0	5.0	2.0
PPM1B	15.0	35.0	23.0	25.0	26.0	23.0	25.0	30.0	32.0	18.0
SLC3A1	1.0	1.0	1.0	1.0	0.0	1.0	3.0	1.0	1.0	3.0
PREPL	7.0	11.0	8.0	10.0	8.0	9.0	8.0	7.0	10.0	5.0
CAMKMT	34.0	36.0	28.0	24.0	42.0	38.0	31.0	38.0	37.0	34.0
SIX3	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
AC012354.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC093702.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC009236.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC009236.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRBD1	6.0	15.0	12.0	14.0	18.0	16.0	18.0	20.0	24.0	7.0
PRKCE	25.0	21.0	20.0	22.0	19.0	21.0	20.0	18.0	22.0	13.0
U51244.1	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EPAS1	50.0	56.0	54.0	39.0	45.0	39.0	56.0	41.0	40.0	35.0
LINC01820	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM247	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
ATP6V1E2	1.0	0.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
AC018682.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHOQ	1.0	1.0	0.0	2.0	2.0	1.0	2.0	2.0	0.0	2.0
AC018682.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PIGF	5.0	6.0	7.0	6.0	7.0	4.0	6.0	5.0	6.0	7.0
CRIPT	13.0	12.0	7.0	5.0	17.0	11.0	16.0	12.0	15.0	14.0
LINC01118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SOCS5	1.0	3.0	2.0	3.0	2.0	3.0	1.0	4.0	4.0	1.0
LINC01119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC016722.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC016722.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MCFD2	14.0	15.0	13.0	14.0	13.0	14.0	18.0	22.0	19.0	8.0
TTC7A	15.0	11.0	12.0	12.0	10.0	13.0	11.0	10.0	8.0	9.0
AC093732.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STPG4	3.0	3.0	5.0	5.0	1.0	5.0	4.0	6.0	5.0	5.0
AC073283.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALM2	119.0	137.0	107.0	109.0	118.0	106.0	137.0	112.0	128.0	102.0
EPCAM-DT	6.0	6.0	6.0	8.0	9.0	11.0	6.0	13.0	8.0	11.0
AC073283.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPCAM	53.0	66.0	45.0	53.0	57.0	61.0	63.0	52.0	60.0	54.0
MSH2	4.0	8.0	11.0	9.0	8.0	11.0	12.0	9.0	10.0	5.0
KCNK12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSH6	16.0	19.0	19.0	15.0	19.0	13.0	17.0	26.0	25.0	14.0
FBXO11	25.0	32.0	29.0	25.0	31.0	26.0	38.0	32.0	30.0	18.0
AC079807.1	7.0	6.0	8.0	4.0	7.0	7.0	3.0	5.0	4.0	4.0
AC092650.1	2.0	7.0	1.0	4.0	7.0	3.0	5.0	4.0	5.0	5.0
FOXN2	8.0	16.0	15.0	12.0	13.0	11.0	15.0	6.0	14.0	7.0
AC093635.1	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
PPP1R21	8.0	16.0	13.0	17.0	11.0	15.0	18.0	16.0	17.0	9.0
STON1	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0
STON1-GTF2A1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LHCGR	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
AC009975.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FSHR	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
AC009975.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRXN1	2.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	1.0	2.0
AC068725.1	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0
AC007402.1	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0
AC079304.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010967.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASB3	21.0	21.0	23.0	23.0	13.0	23.0	25.0	19.0	23.0	23.0
CHAC2	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0
ERLEC1	9.0	16.0	17.0	17.0	16.0	15.0	10.0	16.0	15.0	8.0
GPR75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSME4	22.0	26.0	26.0	23.0	21.0	22.0	21.0	17.0	27.0	21.0
ACYP2	17.0	21.0	13.0	16.0	17.0	18.0	22.0	15.0	26.0	16.0
AC008280.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPTBN1	60.0	77.0	67.0	56.0	73.0	46.0	64.0	72.0	65.0	53.0
AC092839.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC092839.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC093110.1	2.0	2.0	2.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0
EML6	1.0	3.0	3.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0
AC104781.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RTN4	63.0	70.0	62.0	48.0	63.0	62.0	52.0	60.0	69.0	48.0
CLHC1	1.0	5.0	4.0	5.0	3.0	3.0	5.0	5.0	5.0	2.0
RPS27A	553.0	462.0	383.0	489.0	477.0	536.0	524.0	457.0	481.0	429.0
MTIF2	2.0	2.0	3.0	3.0	2.0	2.0	1.0	1.0	0.0	3.0
AC012358.3	3.0	3.0	1.0	2.0	2.0	4.0	2.0	1.0	3.0	1.0
CCDC88A	1.0	2.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0
CFAP36	5.0	7.0	9.0	4.0	7.0	7.0	7.0	8.0	7.0	8.0
PPP4R3B	26.0	24.0	25.0	20.0	31.0	31.0	27.0	25.0	27.0	21.0
AC015982.2	2.0	4.0	2.0	3.0	5.0	4.0	4.0	4.0	3.0	5.0
PNPT1	5.0	11.0	9.0	8.0	9.0	11.0	10.0	10.0	11.0	8.0
EFEMP1	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
AC011306.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR217HG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007743.1	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0
CCDC85A	0.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0
AC132153.1	3.0	2.0	3.0	2.0	1.0	1.0	1.0	2.0	3.0	1.0
VRK2	14.0	22.0	16.0	19.0	16.0	20.0	17.0	20.0	29.0	15.0
AC068193.1	2.0	1.0	2.0	2.0	2.0	0.0	2.0	0.0	1.0	1.0
FANCL	4.0	13.0	10.0	8.0	8.0	5.0	10.0	11.0	8.0	9.0
AC007250.1	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
LINC01795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01122	3.0	5.0	2.0	5.0	5.0	6.0	4.0	8.0	3.0	3.0
LINC01793	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
AC007100.1	3.0	0.0	3.0	3.0	0.0	2.0	3.0	1.0	1.0	2.0
AC007381.1	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0
BCL11A	17.0	22.0	10.0	17.0	15.0	19.0	15.0	19.0	23.0	16.0
PAPOLG	3.0	5.0	7.0	6.0	6.0	7.0	6.0	3.0	9.0	7.0
LINC01185	4.0	6.0	7.0	5.0	7.0	7.0	3.0	8.0	6.0	3.0
REL	40.0	59.0	46.0	37.0	55.0	35.0	44.0	44.0	42.0	34.0
PUS10	7.0	7.0	4.0	6.0	5.0	4.0	4.0	8.0	7.0	6.0
PEX13	9.0	9.0	9.0	7.0	9.0	14.0	10.0	6.0	3.0	8.0
KIAA1841	6.0	5.0	4.0	4.0	6.0	7.0	4.0	2.0	4.0	3.0
AC016747.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC016747.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
USP34	60.0	64.0	51.0	59.0	58.0	53.0	57.0	67.0	56.0	50.0
AC016747.3	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
AC016727.1	3.0	1.0	2.0	3.0	3.0	1.0	1.0	4.0	4.0	3.0
XPO1	20.0	24.0	25.0	24.0	21.0	26.0	26.0	26.0	24.0	15.0
AC016727.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM161A	1.0	2.0	2.0	3.0	3.0	2.0	1.0	4.0	4.0	1.0
CCT4	50.0	50.0	41.0	40.0	53.0	46.0	51.0	50.0	54.0	42.0
AC107081.2	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
AC107081.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COMMD1	9.0	15.0	12.0	15.0	10.0	14.0	12.0	11.0	12.0	12.0
AC018462.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B3GNT2	7.0	10.0	6.0	4.0	7.0	5.0	8.0	6.0	5.0	5.0
TMEM17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC092155.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
EHBP1	26.0	36.0	21.0	24.0	22.0	28.0	24.0	22.0	30.0	21.0
AC092567.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AC007098.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC009501.3	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
WDPCP	5.0	8.0	5.0	5.0	8.0	8.0	8.0	4.0	4.0	6.0
MDH1	14.0	14.0	8.0	15.0	15.0	15.0	18.0	18.0	17.0	20.0
