GeneSymbol	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells
UBE3A	33.0	37.0	26.0	22.0	27.0	37.0	35.0	28.0	28.0	22.0
AC100774.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP10A	2.0	1.0	4.0	4.0	4.0	5.0	3.0	4.0	4.0	4.0
AC023449.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRB3	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
GABRG3	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
GABRG3-AS1	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
AC021979.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OCA2	5.0	8.0	7.0	5.0	5.0	6.0	8.0	6.0	4.0	3.0
HERC2	37.0	37.0	42.0	33.0	41.0	39.0	34.0	40.0	38.0	31.0
GOLGA8M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GOLGA6L7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APBA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC127522.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM189A1	4.0	3.0	3.0	6.0	4.0	5.0	5.0	4.0	7.0	6.0
NSMCE3	5.0	8.0	9.0	7.0	7.0	7.0	10.0	11.0	9.0	4.0
AC107980.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC022613.1	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
TJP1	34.0	46.0	29.0	29.0	32.0	29.0	43.0	28.0	34.0	32.0
AC022613.3	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
AC022613.2	1.0	0.0	1.0	2.0	1.0	2.0	0.0	1.0	1.0	2.0
AC111152.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRFAM7A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GOLGA8R	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC127502.2	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
AC026150.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GOLGA8Q	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GOLGA8H	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC091057.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC091057.2	2.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0
AC091057.6	2.0	2.0	0.0	1.0	0.0	1.0	2.0	1.0	1.0	0.0
ARHGAP11B	2.0	0.0	5.0	3.0	1.0	2.0	5.0	3.0	4.0	2.0
FAN1	7.0	12.0	12.0	7.0	9.0	11.0	6.0	6.0	10.0	6.0
MTMR10	7.0	9.0	6.0	10.0	13.0	11.0	9.0	4.0	9.0	7.0
AC009562.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRPM1	0.0	4.0	4.0	1.0	3.0	1.0	3.0	3.0	4.0	0.0
LINC02352	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
AC012236.1	1.0	3.0	2.0	3.0	2.0	3.0	0.0	1.0	1.0	1.0
KLF13	5.0	14.0	9.0	8.0	9.0	7.0	8.0	9.0	8.0	6.0
OTUD7A	16.0	13.0	9.0	13.0	11.0	12.0	14.0	15.0	12.0	13.0
CHRNA7	4.0	11.0	13.0	7.0	10.0	4.0	10.0	10.0	9.0	3.0
GOLGA8O	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02256	9.0	5.0	7.0	8.0	10.0	10.0	7.0	8.0	10.0	6.0
AC123768.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC123768.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GOLGA8N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC123768.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP11A	3.0	4.0	5.0	5.0	6.0	2.0	6.0	3.0	5.0	7.0
AC123768.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCG5	10.0	23.0	13.0	13.0	10.0	13.0	23.0	23.0	23.0	10.0
AC090877.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GREM1	1.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0
FMN1	24.0	33.0	26.0	38.0	34.0	39.0	35.0	36.0	38.0	28.0
RYR3	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0
AC010809.2	0.0	0.0	2.0	2.0	2.0	1.0	2.0	0.0	1.0	1.0
AC010809.1	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0
AVEN	5.0	10.0	4.0	1.0	6.0	6.0	6.0	6.0	5.0	6.0
CHRM5	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
AC009268.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EMC7	5.0	6.0	3.0	2.0	6.0	3.0	4.0	2.0	5.0	4.0
PGBD4	2.0	1.0	0.0	1.0	0.0	1.0	2.0	1.0	1.0	0.0
KATNBL1	10.0	15.0	11.0	13.0	13.0	11.0	17.0	12.0	14.0	13.0
EMC4	16.0	9.0	18.0	11.0	17.0	19.0	11.0	11.0	16.0	15.0
SLC12A6	5.0	8.0	6.0	7.0	6.0	3.0	7.0	3.0	7.0	4.0
AC079203.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NOP10	19.0	20.0	19.0	21.0	18.0	25.0	22.0	18.0	24.0	15.0
NUTM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LPCAT4	16.0	20.0	17.0	18.0	22.0	18.0	18.0	21.0	22.0	20.0
GOLGA8A	1.0	0.0	0.0	2.0	2.0	0.0	0.0	3.0	3.0	2.0
GOLGA8B	3.0	2.0	7.0	7.0	5.0	3.0	5.0	1.0	5.0	3.0
AC087457.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AQR	6.0	10.0	6.0	12.0	10.0	10.0	11.0	9.0	11.0	9.0
ZNF770	6.0	6.0	6.0	4.0	7.0	5.0	4.0	4.0	10.0	5.0
AC114546.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NANOGP8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC021231.1	3.0	3.0	3.0	4.0	1.0	4.0	2.0	4.0	2.0	2.0
DPH6	26.0	40.0	27.0	25.0	32.0	31.0	31.0	28.0	36.0	28.0
DPH6-DT	2.0	2.0	0.0	0.0	1.0	0.0	4.0	1.0	2.0	1.0
LINC02853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC021351.1	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
C15orf41	9.0	8.0	6.0	11.0	8.0	8.0	9.0	13.0	9.0	6.0
AC013640.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC018563.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEIS2	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
AC078909.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC078909.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC068875.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMCO5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02345	2.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	2.0	1.0
LINC01852	1.0	3.0	1.0	2.0	1.0	1.0	3.0	1.0	2.0	0.0
AC087473.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPRED1	6.0	9.0	4.0	4.0	8.0	8.0	10.0	7.0	9.0	6.0
FAM98B	10.0	6.0	7.0	5.0	12.0	8.0	5.0	9.0	12.0	9.0
RASGRP1	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0
AC116158.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC116158.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC116158.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02694	2.0	2.0	2.0	4.0	2.0	2.0	6.0	3.0	1.0	3.0
AC022929.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC013652.1	12.0	12.0	13.0	15.0	15.0	15.0	16.0	11.0	18.0	8.0
C15orf54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC013652.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
AC109630.1	1.0	3.0	1.0	0.0	2.0	2.0	3.0	1.0	1.0	2.0
THBS1	80.0	139.0	100.0	113.0	125.0	128.0	104.0	134.0	121.0	88.0
AC037198.1	1.0	3.0	0.0	1.0	3.0	2.0	4.0	1.0	1.0	1.0
AC037198.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FSIP1	3.0	8.0	7.0	4.0	7.0	4.0	2.0	7.0	5.0	3.0
AC023908.3	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
GPR176	1.0	2.0	1.0	3.0	1.0	1.0	1.0	3.0	4.0	1.0
AC023908.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR176-DT	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
EIF2AK4	12.0	15.0	12.0	12.0	11.0	9.0	7.0	10.0	15.0	8.0
SRP14	123.0	105.0	111.0	113.0	107.0	121.0	128.0	118.0	125.0	111.0
SRP14-AS1	4.0	5.0	5.0	4.0	7.0	5.0	7.0	6.0	5.0	6.0
BMF	2.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	0.0
BUB1B	6.0	7.0	8.0	6.0	5.0	7.0	5.0	10.0	6.0	9.0
PAK6	3.0	2.0	4.0	4.0	5.0	2.0	2.0	2.0	3.0	2.0
PLCB2	9.0	12.0	7.0	7.0	6.0	10.0	12.0	11.0	11.0	4.0
INAFM2	0.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
CCDC9B	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
PHGR1	750.0	781.0	679.0	772.0	682.0	766.0	858.0	700.0	694.0	735.0
DISP2	2.0	4.0	3.0	2.0	2.0	2.0	1.0	1.0	3.0	1.0
KNSTRN	2.0	2.0	2.0	2.0	4.0	3.0	0.0	2.0	3.0	2.0
IVD	16.0	13.0	16.0	19.0	19.0	17.0	13.0	18.0	13.0	9.0
BAHD1	0.0	4.0	2.0	1.0	2.0	1.0	3.0	5.0	5.0	1.0
CHST14	0.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
AC091045.1	0.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0	0.0
CCDC32	14.0	10.0	12.0	8.0	12.0	15.0	10.0	8.0	9.0	11.0
RPUSD2	3.0	4.0	4.0	2.0	5.0	3.0	3.0	2.0	3.0	2.0
KNL1	3.0	3.0	3.0	4.0	6.0	6.0	6.0	4.0	7.0	2.0
RAD51-AS1	13.0	13.0	14.0	11.0	11.0	10.0	11.0	8.0	11.0	8.0
RAD51	6.0	5.0	5.0	9.0	4.0	6.0	8.0	5.0	7.0	6.0
RMDN3	12.0	13.0	11.0	11.0	16.0	14.0	7.0	10.0	9.0	8.0
GCHFR	10.0	9.0	8.0	14.0	10.0	11.0	14.0	6.0	7.0	11.0
DNAJC17	8.0	4.0	6.0	8.0	8.0	3.0	6.0	8.0	10.0	6.0
C15orf62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFYVE19	1.0	0.0	2.0	2.0	5.0	3.0	5.0	4.0	2.0	0.0
PPP1R14D	16.0	10.0	9.0	14.0	7.0	8.0	14.0	10.0	9.0	7.0
SPINT1-AS1	15.0	18.0	12.0	14.0	17.0	15.0	12.0	18.0	17.0	14.0
SPINT1	37.0	38.0	29.0	29.0	41.0	31.0	33.0	33.0	44.0	38.0
RHOV	4.0	6.0	6.0	7.0	6.0	2.0	5.0	5.0	5.0	3.0
AC025166.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VPS18	5.0	10.0	9.0	7.0	10.0	6.0	13.0	9.0	10.0	6.0
AC020661.1	2.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0
DLL4	171.0	229.0	211.0	169.0	193.0	177.0	208.0	183.0	207.0	194.0
CHAC1	20.0	30.0	16.0	16.0	21.0	19.0	28.0	29.0	30.0	19.0
INO80	15.0	17.0	11.0	15.0	14.0	14.0	12.0	11.0	14.0	14.0
AC020661.3	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
AC020661.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INO80-AS1	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0
AC020661.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EXD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHP1	9.0	21.0	20.0	16.0	22.0	16.0	18.0	18.0	16.0	9.0
OIP5-AS1	16.0	20.0	16.0	20.0	14.0	19.0	18.0	13.0	24.0	14.0
OIP5	2.0	3.0	2.0	2.0	2.0	2.0	2.0	4.0	2.0	2.0
NUSAP1	27.0	33.0	23.0	31.0	30.0	28.0	22.0	40.0	38.0	19.0
NDUFAF1	3.0	5.0	8.0	8.0	7.0	7.0	8.0	2.0	3.0	2.0
RTF1	63.0	66.0	61.0	49.0	57.0	48.0	66.0	56.0	56.0	51.0
ITPKA	4.0	0.0	2.0	3.0	4.0	3.0	1.0	2.0	2.0	3.0
LTK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPAP1	8.0	5.0	6.0	8.0	7.0	10.0	9.0	7.0	5.0	5.0
TYRO3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC016134.1	1.0	1.0	1.0	2.0	3.0	3.0	4.0	2.0	3.0	3.0
MGA	9.0	11.0	6.0	8.0	10.0	5.0	10.0	8.0	11.0	5.0
MAPKBP1	6.0	4.0	7.0	3.0	3.0	4.0	4.0	5.0	3.0	4.0
JMJD7	6.0	5.0	4.0	3.0	5.0	3.0	4.0	4.0	3.0	5.0
PLA2G4B	4.0	4.0	4.0	3.0	5.0	5.0	1.0	7.0	6.0	2.0
SPTBN5	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
AC020659.1	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
EHD4	13.0	17.0	18.0	17.0	21.0	12.0	20.0	21.0	20.0	19.0
AC039056.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EHD4-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G4E-AS1	7.0	4.0	6.0	6.0	4.0	6.0	5.0	5.0	5.0	7.0
PLA2G4E	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
PLA2G4D	2.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	1.0	2.0
PLA2G4F	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0
VPS39	16.0	14.0	11.0	8.0	11.0	13.0	12.0	14.0	14.0	9.0
AC036103.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM87A	35.0	40.0	34.0	30.0	28.0	41.0	34.0	16.0	30.0	30.0
GANC	17.0	23.0	13.0	13.0	13.0	15.0	25.0	12.0	14.0	14.0
CAPN3	7.0	10.0	7.0	6.0	5.0	5.0	10.0	7.0	9.0	3.0
ZNF106	13.0	15.0	17.0	15.0	14.0	14.0	15.0	18.0	16.0	13.0
SNAP23	19.0	38.0	28.0	26.0	30.0	19.0	35.0	35.0	31.0	29.0
AC018362.1	0.0	3.0	3.0	3.0	2.0	2.0	0.0	1.0	3.0	1.0
LRRC57	7.0	7.0	6.0	4.0	8.0	5.0	4.0	6.0	6.0	8.0
HAUS2	5.0	11.0	7.0	5.0	11.0	10.0	14.0	6.0	9.0	12.0
AC018362.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STARD9	11.0	19.0	9.0	15.0	14.0	7.0	12.0	15.0	18.0	11.0
CDAN1	5.0	7.0	5.0	5.0	6.0	7.0	6.0	7.0	8.0	4.0
AC090510.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC090510.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTBK2	14.0	17.0	17.0	18.0	15.0	12.0	13.0	17.0	20.0	20.0
AC090510.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC090510.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBR1	16.0	25.0	18.0	16.0	18.0	18.0	19.0	22.0	22.0	17.0
AC068724.3	6.0	4.0	7.0	2.0	7.0	7.0	3.0	4.0	6.0	6.0
TMEM62	6.0	7.0	8.0	6.0	7.0	10.0	2.0	8.0	10.0	6.0
AC068724.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCNDBP1	6.0	8.0	3.0	6.0	11.0	5.0	6.0	8.0	10.0	9.0
EPB42	3.0	6.0	2.0	3.0	5.0	8.0	0.0	7.0	7.0	3.0
TGM5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGM7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
LCMT2	1.0	0.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0
ADAL	8.0	8.0	10.0	8.0	12.0	11.0	5.0	7.0	10.0	7.0
ZSCAN29	2.0	4.0	5.0	3.0	1.0	3.0	3.0	4.0	4.0	0.0
TUBGCP4	4.0	3.0	4.0	3.0	5.0	5.0	2.0	3.0	7.0	4.0
TP53BP1	16.0	23.0	23.0	22.0	26.0	22.0	31.0	22.0	22.0	23.0
MAP1A	3.0	4.0	1.0	1.0	3.0	2.0	2.0	4.0	4.0	3.0
PPIP5K1	14.0	15.0	15.0	16.0	15.0	18.0	15.0	15.0	17.0	12.0
CKMT1B	5.0	3.0	0.0	2.0	3.0	2.0	4.0	4.0	4.0	3.0
STRC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
CATSPER2	3.0	7.0	5.0	6.0	4.0	2.0	5.0	5.0	2.0	7.0
AC011330.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKMT1A	5.0	3.0	2.0	2.0	4.0	5.0	4.0	3.0	4.0	3.0
PDIA3	34.0	45.0	36.0	31.0	31.0	30.0	37.0	42.0	49.0	33.0
ELL3	13.0	10.0	11.0	10.0	17.0	18.0	11.0	15.0	12.0	15.0
SERF2	322.0	304.0	275.0	283.0	306.0	327.0	291.0	278.0	282.0	294.0
SERINC4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
HYPK	2.0	4.0	4.0	3.0	4.0	5.0	5.0	6.0	6.0	6.0
MFAP1	3.0	8.0	6.0	6.0	7.0	5.0	5.0	5.0	5.0	7.0
WDR76	2.0	4.0	7.0	6.0	7.0	6.0	4.0	8.0	7.0	5.0
FRMD5	14.0	17.0	21.0	19.0	21.0	23.0	16.0	12.0	16.0	18.0
CASC4	25.0	27.0	22.0	33.0	32.0	27.0	28.0	20.0	29.0	18.0
AC090519.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC025043.1	0.0	2.0	2.0	1.0	1.0	2.0	0.0	2.0	2.0	1.0
CTDSPL2	19.0	28.0	22.0	25.0	18.0	17.0	20.0	25.0	23.0	18.0
AC025430.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EIF3J-DT	10.0	12.0	12.0	6.0	9.0	12.0	11.0	8.0	9.0	9.0
EIF3J	55.0	52.0	50.0	57.0	56.0	60.0	62.0	52.0	63.0	55.0
AC009996.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPG11	20.0	24.0	24.0	13.0	19.0	24.0	16.0	14.0	22.0	17.0
PATL2	10.0	11.0	11.0	9.0	8.0	13.0	16.0	15.0	16.0	6.0
B2M	463.0	387.0	299.0	328.0	395.0	425.0	398.0	415.0	482.0	383.0
TRIM69	5.0	9.0	7.0	6.0	9.0	8.0	9.0	8.0	8.0	7.0
AC122108.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TERB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SORD	8.0	8.0	12.0	10.0	9.0	11.0	11.0	8.0	12.0	7.0
DUOX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUOXA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUOXA1	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0
DUOX1	1.0	3.0	3.0	3.0	1.0	3.0	3.0	2.0	2.0	1.0
AC051619.6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0
SHF	3.0	6.0	6.0	5.0	4.0	3.0	1.0	3.0	8.0	6.0
AC051619.4	1.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	1.0	1.0
AC051619.7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
AC051619.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC051619.5	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0
SLC28A2	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0
AC051619.11	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
GATM	2.0	3.0	2.0	3.0	3.0	5.0	2.0	3.0	3.0	3.0
AC025580.3	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
SPATA5L1	5.0	5.0	4.0	2.0	6.0	5.0	6.0	3.0	5.0	4.0
C15orf48	199.0	193.0	169.0	208.0	216.0	193.0	183.0	192.0	175.0	174.0
AC025580.1	9.0	13.0	8.0	13.0	14.0	10.0	12.0	12.0	10.0	7.0
AC025580.2	24.0	28.0	22.0	21.0	25.0	19.0	27.0	31.0	23.0	25.0
SLC30A4	2.0	3.0	1.0	3.0	0.0	1.0	1.0	1.0	3.0	0.0
AC090527.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BLOC1S6	11.0	22.0	13.0	14.0	14.0	21.0	21.0	20.0	17.0	16.0
SQOR	27.0	31.0	23.0	26.0	31.0	29.0	24.0	28.0	24.0	20.0
AC068722.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC068722.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC091074.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC091074.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC012405.1	3.0	2.0	1.0	0.0	2.0	1.0	2.0	2.0	2.0	0.0
AC073941.1	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
SEMA6D	8.0	2.0	11.0	4.0	9.0	11.0	4.0	3.0	11.0	9.0
AC084882.1	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0
AC023905.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC092078.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC092078.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC24A5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYEF2	7.0	5.0	7.0	6.0	6.0	7.0	4.0	8.0	9.0	7.0
CTXN2	1.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	2.0	1.0
SLC12A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC066612.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC023355.1	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
DUT	23.0	21.0	22.0	29.0	27.0	26.0	27.0	19.0	19.0	20.0
FBN1	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
AC022467.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC084757.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CEP152	7.0	6.0	5.0	4.0	5.0	5.0	6.0	4.0	5.0	6.0
AC012379.2	0.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	0.0
SHC4	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0
EID1	20.0	30.0	21.0	18.0	24.0	27.0	20.0	22.0	21.0	17.0
AC091073.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SECISBP2L	11.0	15.0	14.0	11.0	10.0	13.0	12.0	11.0	17.0	13.0
COPS2	21.0	27.0	12.0	16.0	27.0	18.0	24.0	28.0	28.0	21.0
GALK2	13.0	18.0	20.0	22.0	15.0	12.0	10.0	10.0	14.0	13.0
FAM227B	3.0	3.0	4.0	2.0	4.0	3.0	5.0	3.0	3.0	1.0
AC022306.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC022306.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF7	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
