GeneSymbol	D4_INT_EPIi_PI_1	D4_INT_EPIi_PI_2	D4_INT_EPIi_LPS_2	D4_INT_EPIi_5OP_1	D4_INT_EPIi_5OP_2	D4_INT_EPIi_C_1	D4_INT_EPIi_C_2	D4_ISO1_EPIi_1	D4_ISO1_EPIi_2	D4_INT_EPIi_LPS_1
ENSG00000289190	0.06	0.58	0	0.26	0	0.15	0.48	0	0.07	0
ENSG00000289191	0	0	0	0	0	0	0.03	0	0	0
ENSG00000289192	0	0	0	0	0	0	0	0	0	0
ENSG00000289193	0	0	0	0	0	0	0	0	0	0
ENSG00000289194	0.03	0.06	0.18	0.03	0	0.06	0.03	0.24	0.13	0.25
ENSG00000289195	0	0	0	0	0	0	0	0	0	0
ENSG00000289196	0	0	0	0	0	0	0	0	0	0
ENSG00000289197	0	0	0	0	0	0	0	0	0	0
ENSG00000289198	0	0	0	0	0	0	0	0	0	0
ENSG00000289199	0	0	0	0	0	0	0	0	0	0
ENSG00000289200	0	0	0	0	0	0	0	0	0	0
ENSG00000289201	0	0	0	0	0	0	0.01	0	0	0
ENSG00000289202	0	0	0	0	0	0	0	0	0	0
ENSG00000289203	0	0	0	0	0	0	0	0	0	0
ENSG00000289204	0	0	0	0	0	0	0	0	0	0
ENSG00000289205	0	0	0	0	0	0	0	0	0	0
ENSG00000289206	0.34	0	0	0	0	0	0	0.22	0.07	0.05
ENSG00000289207	0.01	0.04	0.01	0.05	0	0.01	0.01	0	0.07	0.07
ENSG00000289208	0.03	0.01	0	0	0	0.02	0	0.01	0.09	0
ENSG00000289209	0	0	0	0	0	0	0	0	0	0
ENSG00000289210	0.01	0.03	0.07	0.06	0	0.06	0.08	0.09	0.03	0.08
ENSG00000289211	0	0	0	0	0	0	0	0	0	0
ENSG00000289212	0	0	0	0	0	0	0	0	0	0
ENSG00000289213	0	0	0	0	0	0	0	0	0	0
ENSG00000289214	0	0	0	0	0	0	0	0	0	0
ENSG00000289215	0	0	0	0	0	0	0	0	0	0
ENSG00000289216	0.15	0	0	0	0	0	0	0	0.17	0
ENSG00000289217	0	0	0	0	0	0	0	0	0	0
ENSG00000289218	0	0	0	0	0	0	0	0	0	0
ENSG00000289219	0	0	0	0	0	0	0	0	0	0
ENSG00000289220	0	0	0	0	0	0	0	0	0	0
ENSG00000289221	0	0	0	0	0	0	0	0	0	0
ENSG00000289222	0	0	0	0.03	0.01	0	0	0	0	0.03
ENSG00000289223	9.24	6.32	6.84	7.73	6.53	7.37	14.2	6.52	6.55	11.64
ENSG00000289224	0	0	0	0	0	0	0	0	0	0
ENSG00000289225	0	0	0	0	0	0	0	0	0	0
ENSG00000289226	0	0	0	0	0	0	0	0	0	0
ENSG00000289227	0.05	0.01	0	0	0.04	0.04	0.02	0.1	0.03	0.13
ENSG00000289228	0	0	0	0	0	0	0	0	0	0
ENSG00000289229	0	0	0	0	0	0	0	0	0	0
ENSG00000289230	0	0	0	0	0	0	0	0	0	0
ENSG00000289231	0	0	0	0	0	0	0	0	0	0
ENSG00000289232	0	0	0	0	0	0	0	0	0	0
ENSG00000289233	0	0	0	0	0	0	0	0	0	0
ZNF496-DT_ENSG00000289234	0.02	0.06	0.06	0.02	0	0.03	0.05	0.02	0	0.01
ENSG00000289235	0	0.02	0	0	0	0.02	0	0	0	0
ENSG00000289236	0	0.01	0	0	0	0.03	0	0.04	0	0
ENSG00000289237	0	0	0	0	0	0	0	0	0	0
ENSG00000289238	0.03	0.02	0	0	0	0	0	0	0	0
ENSG00000289239	0	0	0	0	0	0	0	0	0	0
ENSG00000289241	0	0	0	0	0	0	0	1.27	0	0
ENSG00000289242	0	0	0	0	0	0	0	0	0	0
ENSG00000289243	0	0	0	0	0	0	0	0	0	0
ENSG00000289244	0	0	0	0	0	0	0	0	0	0
ENSG00000289245	0	0	0	0	0	0.23	0.25	0	0	0
ENSG00000289246	0	0	0	0	0	0	0	0	0	0
ENSG00000289247	0	0	0	0	0	0	0	0	0	0
ENSG00000289248	0	0	0	0	0	0	0	0	0	0
ENSG00000289249	0	0	0	0	0	0	0	0	0	0
ENSG00000289250	0.02	0.01	0	0.08	0.05	0.1	0.09	0.03	0	0.03
ENSG00000289251	0	0	0	0	0	0	0	0	0	0
ENSG00000289252	0	0	0	0	0	0	0	0.2	0	0
ENSG00000289253	0	0	0	0	0	0	0	0	0	0
ENSG00000289254	0	0	0	0	0	0	0	0	0	0
ENSG00000289255	0	0	0	0.06	0	0	0	0	0	0
ENSG00000289256	0	0	0	0	0	0	0	0	0	0
ENSG00000289257	0	0	0	0	0	0	0	0	0	0
ENSG00000289258	0	0	0	0	0	0	0	0	0	0
ENSG00000289259	0.12	0.04	0.08	0.15	0.11	0.15	0	0.2	0.05	0.04
ENSG00000289260	0	0.02	0	0.01	0	0	0	0	0	0
ENSG00000289261	0	0	0	0	0.01	0	0.01	0	0.01	0
ENSG00000289262	0.14	0	0.03	0.04	0.06	0.05	0.04	0.08	0.1	0.08
ENSG00000289263	0	0	0	0	0	0	0	0	0	0
ENSG00000289264	0	0	0	0	0	0	0	0	0	0
ENSG00000289265	0	0	0	0	0	0	0	0	0	0
ENSG00000289266	0	0	0	0	0	0	0	0	0	0
ENSG00000289267	0.06	0	0	0	0.02	0	0	0	0	0
ENSG00000289268	1.64	1.4	0.99	1.35	1.51	1.27	1.18	0.36	0.33	1.88
ENSG00000289269	0	0	0	0	0	0.08	0	0.43	0	0.08
ENSG00000289270	0	0	0	0	0	0	0	0.01	0	0
ENSG00000289271	0	0	0	0	0	0	0	0	0	0
ENSG00000289272	0.05	0.05	0.03	0	0	0.05	0	0.03	0.11	0.03
ENSG00000289273	0	0	0	0	0	0.02	0	0	0	0
ENSG00000289274	0	0	0	0	0	0	0	0	0	0
ENSG00000289275	0	0	0	0	0	0	0	0	0	0
ENSG00000289276	0.42	0.16	0.17	0.19	0.13	0.17	0.11	0.34	0.57	0.33
ENSG00000289277	0	0	0	0	0	0.02	0	0	0	0
ENSG00000289278	0	0	0	0	0	0	0	0	0	0
ENSG00000289279	0	0	0	0	0	0	0	0	0	0
ENSG00000289280	0	0	0	0	0	0	0	0	0	0
ENSG00000289281	0	0	0	0	0	0	0	0	0	0.18
ENSG00000289282	0	0	0	0	0	0	0	0	0	0
ENSG00000289283	0.05	0	0.03	0.06	0.03	0.06	0.01	0	0.07	0.06
ENSG00000289284	0	0	0	0	0	0	0	0	0	0
ENSG00000289285	0	0	0.05	0.02	0	0.05	0	0	0	0
ENSG00000289286	0	0	0	0	0.01	0	0	0	0	0.02
ENSG00000289287	0	0	0	0	0	0	0	0	0	0
ENSG00000289288	0	0	0	0	0	0	0.01	0	0	0
ENSG00000289289	0	0	0	0	0	0	0	0	0	0
ENSG00000289290	0	0	0	0	0	0	0	0	0	0
ENSG00000289291	0	0.03	0	0.06	0.04	0	0.02	0.09	0	0.29
ENSG00000289292	0	0	0	0	0	0	0	0	0	0
ENSG00000289293	5.92	6.72	7.3	3.84	4.88	5.06	5.51	3.14	3.02	8.17
ENSG00000289294	0.04	0	0.02	0.03	0	0.01	0.04	0	0.04	0.04
ENSG00000289295	0.03	0.19	0.29	0.13	0.11	0.11	0.22	0.21	0.2	0.05
ENSG00000289296	0	0	0.03	0.03	0	0.03	0	0	0	0.13
ENSG00000289297	0	0	0	0	0	0	0	0	0	0
ENSG00000289298	0	0	0	0	0	0	0	0	0	0
ENSG00000289299	0	0	0	0	0	0	0	0	0	0
ENSG00000289300	0	0	0	0	0	0	0	0	0	0
ENSG00000289301	0.44	0	0	0.02	0.15	0.05	0.03	0.1	0	0.05
ENSG00000289302	0	0	0	0	0	0	0	0	0	0
ENSG00000289303	0	0	0	0.12	0	0	0	0.5	0	0
ENSG00000289304	0	0	0	0	0	0	0	0	0	0
ENSG00000289305	0.32	0.15	0.07	0.35	0.36	0.13	0.49	0	0.1	0
ENSG00000289306	0	0.05	0	0.04	0	0	0.04	0	0	0
ENSG00000289307	0	0	0.03	0	0	0	0	0	0	0
ENSG00000289308	0	0	0.06	0	0	0	0	0	0	0
ENSG00000289309	0	0	0	0	0	0	0	0	0	0
ENSG00000289310	0	0	0	0	0	0	0	0	0	0
ENSG00000289311	0.13	0.03	0.02	0	0.04	0.03	0	0.13	0.01	0
ENSG00000289312	0	0	0	0	0	0	0	0	0	0
LINC01512_ENSG00000289313	0.04	0	0	0	0	0	0.01	0.03	0.02	0
ENSG00000289314	0	0	0	0	0	0	0	0	0	0
ENSG00000289315	0	0	0	0	0	0	0	0	0	0
ENSG00000289316	190.98	150.12	173.69	183.63	151.78	156.83	185.9	179.21	165.25	186.05
ENSG00000289317	0	0	0	0	0	0	0	0	0	0
ENSG00000289318	0.14	0.06	0	0.31	0.07	0.01	0.09	0.06	0.04	0.26
ENSG00000289319	0	0.02	0	0	0	0	0	0.09	0	0
ENSG00000289320	0	0	0	0	0	0	0	0	0	0
ENSG00000289321	0.01	0	0.13	0	0	0	0	0	0	0
ENSG00000289322	0	0	0	0	0	0	0	0	0	0
ENSG00000289323	0	0	0.05	0	0	0	0	0	0	0
ENSG00000289324	0	0	0	0	0	0	0	0	0	0
ENSG00000289325	0	0	0	0	0	0	0	0	0	0
ENSG00000289326	0.19	0	0.08	0	0.12	0.03	0	0	0.21	0
ENSG00000289327	0.03	0.07	0.07	0	0.03	0.06	0.05	0	0	0.08
ENSG00000289328	0	0	0	0	0	0	0	0	0	0
ENSG00000289329	0	0	0	0	0	0	0	0.07	0	0
ENSG00000289330	0	0	0	0	0	0	0	0	0	0
ENSG00000289331	0	0	0	0	0	0	0	0	0	0
ENSG00000289332	0	0	0	0	0	0	0	0	0	0
ENSG00000289333	0	0	0	0	0	0	0	0	0	0
ENSG00000289334	0	0	0	0	0	0	0	0	0	0
ENSG00000289335	0	0	0	0	0	0	0	0	0	0
ENSG00000289336	0	0	0	0	0	0	0	0	0	0
ENSG00000289337	0.02	0	0	0	0	0	0	0	0	0
ENSG00000289338	0.01	0	0	0	0	0	0	0	0	0
ENSG00000289339	0	0	0.03	0	0	0	0	0.2	0	0
ENSG00000289340	0.16	0	0.2	0.19	0.1	0.06	0	0.12	0.16	0.2
ENSG00000289341	0	0.05	0.08	0.04	0	0	0.02	0	0	0
ENSG00000289342	0	0	0	0	0	0	0	0	0	0
ENSG00000289343	0	0	0	0	0	0	0	0	0	0
ENSG00000289344	0	0	0	0	0	0	0	0	0	0
ENSG00000289345	0	0	0	0	0	0	0	0	0	0
ENSG00000289346	0.06	0.04	0.08	0.06	0	0	0	0.19	0.09	0.04
ENSG00000289347	0	0	0	0	0	0	0	0.01	0	0.03
ENSG00000289348	0	0	0	0	0	0	0	0	0	0
ENSG00000289349	0	0.03	0	0	0	0	0	0	0	0
ENSG00000289350	0	0	0	0	0	0	0	0	0	0
ENSG00000289351	0.02	0	0	0.01	0.01	0.01	0.02	0	0.06	0
ENSG00000289352	0	0	0	0	0	0.02	0	0	0	0
ENSG00000289353	1.25	1.39	1.27	1	0.73	1.32	1.64	1.02	1.09	2.05
ENSG00000289354	0	0	0	0	0	0	0	0.17	0	0
ENSG00000289355	0	0	0	0	0	0	0	0	0	0
ENSG00000289356	0	0	0	0	0	0	0	0	0	0
ENSG00000289357	0	0	0	0	0.03	0.03	0	0	0	0.03
ENSG00000289358	0	0	0	0	0	0	0	0	0	0
ENSG00000289359	0	0	0	0	0	0	0	0	0	0
ENSG00000289360	0	0	0	0	0	0	0	0	0	0
ENSG00000289361	0	0.04	0	0	0.01	0	0.01	0	0.01	0.05
ENSG00000289362	0	0	0	0	0	0	0	0	0	0
ENSG00000289363	0	0	0	0	0	0	0	0	0	0
ENSG00000289364	0	0	0	0	0	0	0	0	0	0
ENSG00000289365	0	0.01	0	0.02	0	0	0	0.02	0	0.04
ENSG00000289366	0	0	0	0	0	0	0	0	0	0
ENSG00000289367	0	0	0	0	0	0	0	0	0	0
ENSG00000289368	0	0	0	0	0	0	0	0	0	0
ENSG00000289369	0	0	0	0	0	0	0	0	0	0
ENSG00000289370	0	0	0	0	0	0	0	0	0	0
ENSG00000289371	0	0	0	0	0	0	0	0.01	0	0
ENSG00000289372	0	0	0	0	0	0	0	0	0	0
ENSG00000289373	0	0	0	0	0	0	0	0	0	0.54
ENSG00000289374	0	0	0	0	0	0	0	0	0	0
ENSG00000289375	0	0	0.04	0	0	0	0	0	0.09	0
ENSG00000289376	0.18	0.1	0.03	0.03	0.08	0	0.06	0	0	0.06
ENSG00000289377	0	0	0	0	0	0	0.03	0	0	0
ENSG00000289378	0	0	0	0.02	0.03	0.04	0	0	0.02	0.05
ENSG00000289379	0	0	0	0	0	0	0	0	0	0
ENSG00000289380	0	0.03	0	0	0.04	0	0	0	0.3	0
ENSG00000289381	0	0	0	0	0	0	0	0	0	0
ENSG00000289382	0	0	0	0	0	0	0	0	0	0
ENSG00000289383	0	0	0	0	0	0	0	0	0	0
ENSG00000289384	0	0	0	0	0	0	0	0	0	0
ENSG00000289385	0	0	0	0	0	0	0.03	0	0	0
ENSG00000289386	0	0.08	0	0	0	0	0.16	0	0	0.52
ENSG00000289387	0	0	0	0	0	0	0	0	0	0
ENSG00000289388	0	0	0	0	0	0	0	0	0	0
ENSG00000289389	0	0	0	0	0	0	0	0	0	0
ENSG00000289390	0.14	0.6	0.12	0.31	0.37	0.15	0.33	0.16	0.11	0
ENSG00000289391	0	0	0	0.15	0	0	0	0	0	0
ENSG00000289392	0	0	0	0	0	0	0	0	0	0
ENSG00000289393	0.12	0	0.08	0.02	0	0.09	0.05	0.25	0.1	0.2
ENSG00000289394	0	0	0	0	0	0.09	0	0	0	0
ENSG00000289395	0	0	0	0	0	0	0	0	0	0
ENSG00000289396	0.22	0.07	0.12	0.27	0.03	0.17	0.08	0.25	0.21	0.13
ENSG00000289397	0	0	0	0	0	0	0.08	0	0	0
ENSG00000289398	0	0	0	0.03	0	0	0	0	0	0
ENSG00000289399	0	0	0	0	0	0	0	0	0	0
ENSG00000289400	0	0	0	0	0	0	0	0	0	0
ENSG00000289401	0	0.13	0	0	0.14	0.02	0.1	0.15	0.16	0
ENSG00000289402	0.05	0	0	0	0.04	0.02	0.02	0	0	0.05
ENSG00000289403	0	0	0	0	0	0	0	0	0	0
ENSG00000289404	0	0	0	0	0	0	0	0	0	0
ENSG00000289405	0.14	0.03	0.29	0.05	0.02	0.22	0.18	0.16	0.2	0.15
ENSG00000289406	0	0	0	0.03	0	0	0	0	0	0
ENSG00000289407	0.08	0	0	0	0.16	0.05	0.03	0	0.13	0
ENSG00000289408	0	0	0	0	0	0	0	0	0	0
ENSG00000289409	0.03	0	0	0.22	0	0	0.04	0	0.07	0.16
ENSG00000289410	0	0.06	0	0.03	0	0.01	0	0	0	0.02
ENSG00000289411	0	0	0	0	0	0	0	0	0	0
ZEBTR_ENSG00000289412	0	0	0	0	0	0	0	0	0	0
ENSG00000289414	0	0	0	0	0	0	0	0	0	0
ENSG00000289415	0	0	0	0	0.01	0.01	0	0	0.02	0
ENSG00000289417	0	0	0	0	0	0	0	0	0	0
ENSG00000289418	0	0	0	0	0	0	0	0	0	0
ENSG00000289419	0.02	0.05	0.03	0.01	0.02	0.03	0	0.03	0.07	0.03
ENSG00000289420	0	0	0	0	0	0	0	0	0	0
ENSG00000289421	0	0	0.07	0	0	0	0.2	0	0	0
ENSG00000289422	0	0	0	0	0	0	0	0	0	0
ENSG00000289423	0	0	0	0	0	0	0	0.01	0	0
ENSG00000289424	0	0	0	0	0	0	0	0	0	0
ENSG00000289425	0.14	0	0	0.06	0	0	0	0.12	0	0
ENSG00000289426	0	0.06	0	0	0	0	0	0	0	0
ENSG00000289427	0	0	0	0	0	0	0	0	0	0
ENSG00000289428	0	0	0	0.03	0	0	0	0	0.14	0.07
ENSG00000289429	0	0	0	0	0.01	0	0	0	0.03	0
ENSG00000289430	0	0.04	0	0.04	0.1	0	0	0	0	0
ENSG00000289431	0	0	0	0	0	0	0	0	0	0
ENSG00000289432	0.7	0.31	0.58	0.28	0.3	0.35	0.74	0.25	0.24	0.77
ENSG00000289433	0.01	0	0	0.01	0	0	0	0	0	0
ENSG00000289434	0	0	0	0	0	0	0	0	0	0
ENSG00000289435	0	0	0	0	0	0	0	0	0	0
ENSG00000289436	0	0	0	0	0	0	0	0	0	0
ENSG00000289437	0.13	0.22	0.05	0.05	0.03	0.09	0.05	0.03	0.13	0.1
ENSG00000289438	0	0	0	0	0.02	0	0	0	0	0
ENSG00000289439	0.03	0	0	0	0	0.02	0	0	0.1	0
ENSG00000289440	0	0	0	0	0	0.01	0.03	0	0	0
ENSG00000289441	0	0	0	0	0	0	0	0	0	0
ENSG00000289442	0	0	0	0	0	0	0	0	0	0
ENSG00000289443	0.15	0.11	0.1	0.22	0.13	0.25	0.05	0.3	0.23	0.18
ENSG00000289444	0.11	0.13	0.06	0.18	0.11	0.13	0.1	0.17	0.08	0.08
ENSG00000289445	0	0	0	0	0	0	0	0	0	0
ENSG00000289446	0	0	0	0	0	0	0	0	0	0
ENSG00000289447	0	0	0	0.02	0	0.07	0.07	0	0	0.07
ENSG00000289448	0	0	0	0	0	0	0	0	0	0
ENSG00000289449	0.02	0.16	0	0	0	0	0.04	0	0	0
ENSG00000289450	0	0	0	0	0	0	0	0	0	0
ENSG00000289451	0	0	0	0	0	0	0	0	0	0
ENSG00000289452	0	0	0	0	0	0.92	0	0	0	0
ENSG00000289453	0	0	0	0	0	0	0	0	0	0
ENSG00000289454	0	0	0	0	0	0	0	0	0	0
ENSG00000289455	0	0	0	0	0	0	0	0	0	0
ENSG00000289456	0	0.05	0	0	0	0	0	0	0	0
ENSG00000289457	0.24	0	0.02	0.05	0.06	0	0	0.34	0.21	0.04
ENSG00000289458	0	0	0	0	0	0	0	0	0	0
ENSG00000289459	0.05	0	0.01	0.03	0.02	0.01	0.01	0	0.03	0
ENSG00000289460	0	0	0	0	0	0	0	0	0	0
ENSG00000289461	0.05	0	0	0	0	0	0	0	0	0
ENSG00000289462	0	0	0	0	0	0	0	0	0	0
ENSG00000289463	0.02	0.02	0	0.05	0	0.02	0	0.08	0.06	0.03
ENSG00000289464	0	0	0	0	0	0	0	0	0	0
ENSG00000289465	0	0	0	0	0	0	0	0	0	0
ENSG00000289466	1.19	0.33	0.35	0.72	0.3	1.87	0.88	4.16	1.91	0.91
ENSG00000289467	0	0	0	0	0	0	0	0	0	0
ENSG00000289468	0.09	0.01	0.01	0.07	0	0.01	0	0	0.11	0
ENSG00000289469	0.11	0.08	0.3	0.23	0.12	0.02	0.1	0.42	0.38	0.24
ENSG00000289470	0.04	0.03	0	0	0	0	0.01	0.02	0.14	0.03
ENSG00000289471	0	0	0	0	0	0	0	0	0	0
ENSG00000289472	0.07	0.05	0.02	0.01	0.1	0.03	0.03	0.12	0	0
ENSG00000289473	0.03	0	0.01	0	0	0	0	0	0	0
ENSG00000289474	0	0	0	0	0	0	0	0	0	0
ENSG00000289475	0	0	0	0	0	0	0	0	0	0
ENSG00000289476	0.04	0.12	0.02	0	0	0.01	0.02	0	0.08	0
ENSG00000289477	0	0	0	0	0	0	0	0	0	0
ENSG00000289478	0	0	0	0	0	0.01	0	0	0	0
ENSG00000289479	0	0.03	0	0	0	0	0	0	0	0
ENSG00000289480	0.04	0.01	0.02	0.02	0	0.03	0.01	0.05	0.08	0.02
ENSG00000289481	0	0	0	0	0	0	0	0	0	0
ENSG00000289482	0	0	0	0	0	0	0	0	0	0
ENSG00000289483	0	0	0	0	0	0	0	0	0	0
ENSG00000289484	0	0	0	0	0	0	0	0	0	0
ENSG00000289485	0	0	0	0	0	0	0	0	0	0
ENSG00000289486	0.04	0	0.04	0.02	0.04	0.02	0.02	0	0	0.19
ENSG00000289487	0	0	0	0	0	0	0	0	0	0
ENSG00000289488	0.01	0.04	0.05	0.03	0	0.05	0.05	0	0.12	0.08
ENSG00000289489	0	0	0	0	0	0	0	0	0	0
ENSG00000289490	0	0	0	0	0	0	0	0	0	0
ENSG00000289491	0	0	0	0	0	0	0	0	0	0
ENSG00000289492	0	0	0	0	0	0	0	0	0	0
ENSG00000289493	0	0	0	0	0	0	0	0	0	0
ENSG00000289494	0	0	0	0.01	0.02	0	0	0	0	0
ENSG00000289495	0	0	0	0	0	0	0	0	0	0
ENSG00000289496	0.04	0.05	0.04	0.03	0	0.07	0.06	0.35	0.15	0.15
ENSG00000289497	0.01	0	0	0	0.01	0	0	0.08	0.08	0
ENSG00000289498	0	0	0	0	0	0	0	0	0	0
ENSG00000289499	0.07	0.03	0.01	0.01	0.02	0	0.03	0.08	0.02	0.17
ENSG00000289500	0	0	0	0	0	0	0	0	0	0
ENSG00000289501	0	0	0	0	0	0	0	0	0	0
ENSG00000289502	0	0	0	0	0	0	0	0	0	0
ENSG00000289503	0	0	0	0	0	0	0	0	0	0
ENSG00000289504	0.06	0.04	0.01	0.06	0.05	0.02	0.02	0.1	0.06	0.03
ENSG00000289505	0	0	0	0	0	0	0	0	0	0
ENSG00000289506	0.03	0.04	0.04	0	0	0	0.02	0.02	0	0
ENSG00000289507	0.01	0	0.05	0	0.02	0.09	0	0	0.09	0.04
ENSG00000289508	0	0	0	0	0	0	0	0	0	0
ENSG00000289509	0	0	0	0	0	0	0	0	0	0
ENSG00000289510	0	0	0	0	0	0	0	0	0	0
ENSG00000289511	0.04	0.01	0	0.01	0.01	0.02	0	0	0.01	0.01
ENSG00000289512	0	0	0	0	0	0	0	0	0	0
ENSG00000289513	1.09	0.53	0.44	0.68	0.61	0.48	0.87	5.13	5.1	0.96
ENSG00000289514	0.02	0	0	0	0	0	0.02	0	0.03	0
ENSG00000289515	0.14	0.13	0.02	0.27	0.16	0.15	0.03	0.19	0	0.05
ENSG00000289516	0.02	0	0	0.03	0.08	0	0.02	0	0	0
ENSG00000289517	0.19	0.21	0.24	0.11	0.26	0.12	0.12	0	0.22	0.22
ENSG00000289518	0.17	0	0	0	0.06	0	0	0	0	0
ENSG00000289519	0.31	0.14	0.37	0.2	0.25	0.21	0.22	0.29	0	0.32
ENSG00000289520	0.17	0.02	0.04	0.09	0.02	0.02	0.02	0.36	0	0.33
ENSG00000289521	0	0	0	0	0	0	0	0	0	0
ENSG00000289522	0	0	0	0	0	0	0	0	0	0
ENSG00000289523	0.27	0.53	0.38	0.03	0.47	0.46	0.24	0.53	0.18	0.72
ENSG00000289524	0	0	0	0	0.06	0	0.07	0	0.1	0
ENSG00000289525	0	0	0	0	0	0	0	0	0	0
ENSG00000289526	0	0	0	0	0	0	0	0	0	0
ENSG00000289527	0	0	0	0	0.02	0	0	0	0	0
ENSG00000289528	0	0	0	0	0	0	0.01	0	0	0
ENSG00000289529	0	0	0	0	0	0	0	0	0	0
ENSG00000289530	0	0	0	0	0	0	0	0	0	0
ENSG00000289531	0.08	0.04	0.03	0	0.01	0.01	0.03	0.03	0.02	0.06
ENSG00000289532	0	0.01	0	0	0	0.01	0	0	0	0
ENSG00000289533	0	0	0	0	0	0	0	0	0	0
ENSG00000289534	0.09	0.14	0.03	0.09	0.04	0.21	0.07	0.52	0.16	0.11
ENSG00000289535	0.31	0.15	0.42	0.66	0.51	0.37	0.07	0.28	0.09	0.52
ENSG00000289536	0	0	0	0	0	0	0	0	0	0
ENSG00000289537	0.08	0.06	0.15	0	0.03	0.09	0.17	0.08	0.25	0.31
ENSG00000289538	0	0	0	0	0	0	0	0	0	0
ENSG00000289539	0	0	0	0	0	0	0	0	0	0
ENSG00000289540	0	0	0	0	0	0	0	0	0	0
ENSG00000289541	0	0	0	0	0	0	0	0	0	0
ENSG00000289543	0.32	0.23	0.3	0.37	0.24	0.18	0.23	0.37	0.14	0.19
ENSG00000289544	0	0	0.07	0	0	0	0	0	0.04	0
LINC03063_ENSG00000289545	0	0	0	0	0	0	0	0	0	0
ENSG00000289546	0.02	0.09	0.06	0.01	0	0.01	0.06	0.11	0	0.06
ENSG00000289547	0	0	0	0	0	0	0	0	0	0
ENSG00000289548	0	0	0	0	0	0	0	0	0	0
PPIAL4D_ENSG00000289549	0	0	0	0	0	0	0	0	0	0
ENSG00000289550	0	0	0	0	0	0	0	0	0	0
ENSG00000289551	0	0	0	0	0	0	0	0	0	0
ENSG00000289552	0	0	0	0	0	0	0	0	0	0
ENSG00000289553	0	0	0	0.03	0	0	0.01	0.03	0	0.03
ENSG00000289554	0.32	0.04	0.1	0.32	0.09	0.26	0.05	0.1	0.05	0
ENSG00000289555	0	0.03	0	0	0	0	0	0	0	0
ENSG00000289556	0	0	0.02	0	0	0	0	0	0	0
ENSG00000289557	0	0	0	0	0	0	0	0	0	0
ENSG00000289558	0.02	0.02	0.03	0	0	0	0.03	0	0.04	0
ENSG00000289559	0	0	0.06	0	0	0	0	0	0	0
ENSG00000289560	0	0	0	0	0	0	0	0	0	0
ENSG00000289561	0	0	0	0	0	0	0	0	0	0
ENSG00000289562	0.1	0.08	0.03	0.13	0.01	0.03	0.07	0.16	0.15	0
ENSG00000289563	0	0	0	0	0	0	0	0	0	0
ENSG00000289564	0.07	0.01	0	0.01	0.02	0.03	0.01	0.07	0	0
ENSG00000289565	0.35	0	0.06	0.62	0.66	0.13	0.19	0.97	0.2	0.12
ENSG00000289566	0	0	0	0	0	0	0	0	0	0
ENSG00000289567	0	0	0	0	0	0	0	0	0	0
COX8BP_ENSG00000289568	0	0	0	0	0	0	0	0	0	0
ENSG00000289569	0	0	0	0	0	0	0	0	0	0
ENSG00000289570	0	0	0	0	0	0	0	0	0	0
ENSG00000289571	0	0	0	0	0	0	0	0	0	0
ENSG00000289572	0	0	0	0	0	0	0	0	0	0
ENSG00000289573	0	0	0	0	0	0	0	0	0	0
ENSG00000289574	0.04	0.08	0.03	0.02	0.1	0.01	0.08	0.22	0.22	0.05
ENSG00000289575	0	0	0	0	0	0	0	0	0	0
ENSG00000289576	0	0	0	0	0	0	0	0	0	0
ENSG00000289577	0	0	0	0	0	0	0	0	0	0
ENSG00000289578	0	0	0	0	0	0	0	0	0	0
ENSG00000289579	0.04	0.05	0	0	0	0.01	0.05	0	0	0.04
ENSG00000289580	0	0	0	0	0	0	0	0	0	0
ENSG00000289581	0	0	0	0	0	0.02	0	0	0.01	0
ENSG00000289582	0	0	0	0	0	0	0	17.75	25.77	0
ENSG00000289583	0	0	0	0	0	0	0	0	0	0.06
ENSG00000289584	0	0.03	0	0	0	0	0.12	0	0	0
ENSG00000289585	0	0	0	0	0	0	0	0	0	0
ENSG00000289586	0	0.02	0.07	0	0.03	0.08	0.03	0	0.02	0
ENSG00000289587	0	0	0	0	0	0	0	0	0	0
ENSG00000289588	0	0	0	0.06	0	0	0	0	0	0
ENSG00000289589	0.04	0	0.01	0	0.02	0.06	0.07	0.01	0.03	0.03
ENSG00000289590	0	0	0	0	0	0	0	0	0	0
ENSG00000289591	0	0	0	0	0	0	0	0	0	0
ENSG00000289592	0	0.03	0.05	0	0	0	0	0	0	0
ENSG00000289593	0	0	0	0	0.1	0	0	0	0	0
ENSG00000289594	0	0	0	0	0	0	0.02	0	0.03	0
ENSG00000289595	0.05	0	0	0	0	0	0	0	0	0
ENSG00000289596	0.03	0	0	0	0	0	0	0	0	0
ENSG00000289597	0	0	0	0	0	0	0	0	0	0
ENSG00000289598	0	0	0	0	0	0	0	0	0	0
ENSG00000289599	0	0.1	0	0	0	0	0	0	0	0
ENSG00000289600	0	0	0	0	0	0	0	0	0	0
ENSG00000289601	0	0	0	0	0	0	0	0	0	0
ENSG00000289602	0	0	0	0	0	0	0	0	0	0
ENSG00000289603	0.09	0	0	0	0	0	0	0	0	0
CTAGE8_ENSG00000289604	1.78	1.37	2.16	1.57	1.36	2.11	1.48	2.57	2.53	1.84
ENSG00000289605	0	0	0	0	0	0	0	0	0	0
ENSG00000289606	0	0.12	0	0	0.05	0.47	0.06	0	0.08	0
