GeneSymbol	D3_ISO6_LTL_1	D3_ISO6_LTL_2	D3_ISO1_LTL_1	D3_ISO1_LTL_2	D3_INT_LTL_PI_1	D3_INT_LTL_PI_2	D3_INT_LTL_LPS_1	D3_INT_LTL_LPS_2	D3_INT_LTL_5OP_1	D3_INT_LTL_5OP_2	D3_INT_LTL_C_1	D3_INT_LTL_C_2
ENSG00000255108	0	0	0	0	0	0	0	0	0	0	23.17	0
LINC02740	0	0	0	0	0	0	0	0	0	0	0	24.77
ENSG00000255110	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD33BP5_ENSG00000255111	1.94	2.16	12.12	3.68	0	0	5.07	0.53	0	0	0	0
CHMP1B	7.66	2.97	1.05	3.81	4.28	5.26	7.35	13.41	13.61	0.36	10.3	11.26
OR4A48P_ENSG00000255113	0	0	0	0	0	0	0	0	0	0	85.74	0
AP003392.3	0	0	4.07	0	0	0	0	0	0	0	2.57	0
ENSG00000255115	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A4P1_ENSG00000255116	0	13.23	0	0	0	0	13.3	0	24.86	0	0	0
LINC02546	6.51	6.28	0	2.89	0	0	4.48	0	5.23	0	0	11.52
ENSG00000255118	0	3.54	0	0	0	0	0	0	0	0	0	0
ENSG00000255119	0	0	0	0	0	0	0	0	42.67	0	0	0
OVOL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC84-DT	9.6	15.55	5.28	0	0	0	3.87	0	62.88	0	16.73	3.02
ENSG00000255122	0	0	0	0	0	0	0	0	0	0	0	0
MTND5P21_ENSG00000255123	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255126	5.54	24.21	0	24.57	0	0	0	0	5.88	0	0	41.74
EEF1A1P49_ENSG00000255127	0	0	0	0	0	2.98	0	0	0	0	0	0
HSPD1P3_ENSG00000255128	12.54	5.23	0	0	0	0	18.36	0	1.5	0	3.44	12.85
AP000880.1	0	0	0	0	0	0	9.9	0	0	0	0	0
ENSG00000255130	16.1	18.55	0	0	0	0	0	0	0	0	0	0
OR9L1P_ENSG00000255131	0	5.91	2.15	0	0	0	0	0	0	0	0	0
ENSG00000255132	0	0	0	0	0	0	0	0	0	0	0	0
LINC02721	0.61	2.71	5.62	0	0	0	5.41	0	0	0	0	5.99
OR8K2P_ENSG00000255134	0	21.86	0	0	0	0	0	0	0	0	0	0
AP002360.1	2.32	14.33	16.37	0	0	0	20.08	0	17.2	0	0	0
AP001972.3	4.66	1.55	2.25	3.94	8.12	1.28	8.69	0	6.76	7.11	2.03	8.77
GLTPP1_ENSG00000255138	10.67	0	0	0	0	0	12.94	0	0	0	0	0
ENSG00000255139	6.56	18.69	0	0	0	0	0	0	3.99	0	20.55	0
OR5BN2P_ENSG00000255140	0	0	1.6	0	0	0	0	0	0	0	0	0
HNRNPA1P76_ENSG00000255141	0	3.73	0	0	0	0	0	0	1.66	0	0	7.24
ENSG00000255142	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255143	0	0	4.93	0	0	0	0	0	0	0	0	0
ENSG00000255144	0	0	0	0	0	0	0	0	0	0	0	0
STX17-AS1	51.98	44.98	4.6	16.85	9.39	0	11.19	0	49.75	0	2.05	3.11
ENSG00000255146	1.5	2.5	2.66	0	0	0	6.25	0	5.37	0.98	0	0
EVA1CP4_ENSG00000255147	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255148	23.85	8.46	0	8.08	0	0	15.87	58.6	0	5.43	103.16	0
ENSG00000255149	0	0	0	0	0	0	0	0	0	0	0	0
EID3	2.02	11.58	12.77	0	23.97	0	2.46	0	0	3.47	5.54	6.89
GLYATL1B	3.72	1.36	12.58	0	0	0	0	0	0	0	0	0
MSH5-SAPCD1_ENSG00000255152	0.54	0.74	0.27	3.23	0	0	0	0	1.56	0	0	0
TOLLIP-AS1	2.37	1.3	0	0	0	0	0	0	0	0	0	1.94
HTD2	9.46	1.7	0	3.84	0.21	0	18.36	0	39.99	0	10.65	8.02
ENSG00000255155	0	0	0	0	0	0	0	0	0	0	0	0
RNY1P9_ENSG00000255156	0	0	0	0	0	0	0	0	0	0	0	0
DEFB130C_ENSG00000255157	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255158	0	0	0	0	0	0	0	0	0	0	7.65	0
AC026894.1	2.73	3.72	0	0	0	13.68	0	43.24	41.27	2.37	15.94	0
ENSG00000255160	0	0	0	0	0	0	0	0	0	0	0	0
SPICP1_ENSG00000255161	6.64	12.61	0	0	0	0	0	0	4.04	0	8.01	4.05
ANKRD33BP7_ENSG00000255162	0	5.66	0	0	0	0	9.97	0	0	0	0	0
HSPE1P18_ENSG00000255163	0	0	114.17	0	0	0	8.13	0	0	0	0	0
ENSG00000255164	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255165	25.61	0	0	0	0	0	6.13	0	0	1.92	30.89	0
ENSG00000255166	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255167	0	0	0	0	0	0	0	0	0	0	0	0
LINC02722	0	4.32	0	0	0	0	0	0	0	0	0	0
ENSG00000255170	0	0	0	0	0	0	0	0	0	0	0	0
LINC01499	15.46	7.03	8.52	32.27	0	0	21.7	0	0	8.15	0	0
OR5AM1P_ENSG00000255172	11.51	1.73	5.81	0.31	0	0	25.9	0	11.35	0	4.32	0
ENSG00000255173	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255174	5.46	0	0	0	0	0	0	0	0	0	0	0
LINC02759	0	0	1.12	0	0	0	0	0	0	0	0	0
ENSG00000255176	4.32	5.58	0	0	0	0	5.28	9.95	3.45	4.24	0	0
MUC5B-AS1	0	0	0	0	0	0	0	0	16.87	0	0	0
LINC02720	4.96	0	0.8	0	0	3.49	0.97	0	5.94	0	3.83	0
ENSG00000255179	0	0	0	0	0	0	0	0	0	0	0	0
CCDC166	0	3.39	0	16.71	0	0	0	0	2.75	0	9.46	0
ENSG00000255182	6.67	6.13	10.54	1.34	4.31	0.04	5.98	0	5.17	6.24	13.01	0
LINC02711	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255184	0	19.01	0	0	0	0	4.51	0	0	0	0	0
PDXDC2P_ENSG00000255185	0	0	0.83	0	0	0	0	0	0	0	0	0
ENSG00000255186	0	0	0	0	0	0	0	0	0	0	0	0
LINC02748	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255188	0	0	0	0	0	0	0	0	0	0	0	0
GLYATL1P1_ENSG00000255189	18.11	3.02	0.39	0	11.97	0	7.57	0	0	0	2.9	5.44
TRIM51DP_ENSG00000255190	0	0	0	0	9.63	0	0	0	0	0	0	0
ENSG00000255191	0	0	0	0	0	0	0	0	0	0	0	0
NANOGP8	10.86	18.74	7.95	0	12.55	0	21.14	3.66	33.32	0.12	25.02	0
LINC02726	0	0	0	0	0	0	0	0	0	0	0	0
OR4A17P_ENSG00000255196	30.01	13.7	11.84	6.4	67.66	0	11.9	0	7.56	0	0	10.7
AC090559.1	35.09	11.2	18.55	4.49	14.96	50.9	23.4	0	78.04	5.87	15.73	0
SNHG9	0	0	0	0	0	0	0	0	0	0	0	0
GTF2IP11_ENSG00000255199	0	0	0	0	0	0	0	0	11.54	0	0	0
PGAM1P8_ENSG00000255200	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255201	5.65	2.73	0	0	0	0	0	0	0	0	0	0
ENSG00000255202	0	0	0	4.64	0	0	0	0	0	0	0	0
OR7E2P_ENSG00000255203	19.2	5.6	0	12.36	0	0	19.63	20.82	1.55	0	0	0
ENSG00000255204	0	2.21	0	0	0	3.92	0	0	0	0	0	2.05
MED28P5_ENSG00000255205	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255206	7.8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255207	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255209	5.6	4.59	0	0	0	0	0	0	0	20.22	0	0
ENSG00000255210	10.61	0	10.72	0	0	0	0	0	0	0	0	0
ENSG00000255211	0	0	0	0	0	0	0	0	0	0	0	0
NPM1P35_ENSG00000255213	43.66	0	0	0	49.55	0	0	0	6.41	0	0	0
ENSG00000255214	2.87	0	0	0	0	0	7.86	0	0	0	0	0
OR4R1P_ENSG00000255215	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255216	9.44	3.93	1.24	0.42	37.74	0	20.77	19.21	3.42	0	4.05	8.77
OR5J7P_ENSG00000255217	8.83	0	0	0	0	0	0	0	11.42	0	0	0
OR5BC1P_ENSG00000255218	0	6.34	1.17	27.22	27.95	0	4.45	0	38.64	0	16.11	0
ENSG00000255219	7.55	0	0	0	0	0	0	0	0	0	0	0
DDX18P5_ENSG00000255220	0.78	0.43	0.17	0.45	0	0	0	0	8.37	0	0	7.62
CARD17	0	0	0	0	0	0	0	0	0	0	0	0
SETP17_ENSG00000255222	38.92	7.86	8.25	0	0	0	25.24	0	0	0	21.84	0
OR5M11	28.16	3.36	0	9.19	0	0	9.7	16.93	87.31	22.18	6.74	0
ENSG00000255224	3.21	7.52	5.08	0	0	0.26	0	0	0	0	0	0
OR8B6P_ENSG00000255225	10.38	6.39	0	3.53	0	0	0	0	0	0	0	0
LINC02690	18.4	11.42	4.14	6.48	26.24	0	41.99	0	63.14	2.5	14.02	0
AC090124.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255229	0	0	0	0	0	0	0	0	0	0	0	0
VPS51P17_ENSG00000255230	0	0	0	0	0	0	0	0	0	0	0	0
MRPS36P4_ENSG00000255231	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255232	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255233	0	0	0	0	0	0	25.65	0	0	20	0	0
AP000446.1	38.31	11.2	6.81	64.5	0	6.86	17.82	81.59	11.28	36.35	11.73	0
ENSG00000255235	0	0	0	0	0	0	0	0	0	0	0	0
AP002992.1	9.23	1.71	0	0	25.96	0	1.07	0	1.22	14.55	0	0
ENSG00000255237	0	0	0	0	29	0	20.04	0	2.41	0	59.79	0
RFPL4AP1_ENSG00000255238	5.45	2.98	5.89	0	0	0	0.72	0	19.81	0	15.01	0
TREHP1_ENSG00000255239	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255240	11.76	6.78	2.66	2.6	0	0	20.89	5.36	4.19	0	3.07	1.84
ENSG00000255241	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255244	5.36	16.43	0	0	0	0	0	0	0	0	0	0
FXYD6-FXYD2_ENSG00000255245	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255246	10.17	0	0	0	0	0	3.58	0	5.16	0	22.53	0
NECTIN1-AS1	0	13.9	3.23	0	0	0	0	0	0	0	0	0
MIR100HG	68.17	49.35	52.63	32.86	70.7	4.35	78.69	95.31	111.61	36.36	65.18	23.71
ENSG00000255250	3.15	0	0	0	0	0	0	0	0	0	0	0
PRR23D1	0.45	0	0	0	0	0	0.42	0.19	0.57	0.12	0.65	0
ENSG00000255252	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255253	0	0	0	0	0	0	0	0	0	0	0	0
HIGD1AP5_ENSG00000255254	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R1AP1_ENSG00000255255	0	0	0	0	0	0	42.06	0	0	0	12.36	0
ENSG00000255256	0	0	0	0	0	0	0	0	0	0	0	0
LINC02743	7.9	1.24	2.02	0	0	0	1.19	0	0	0	0	0
ZNF123P_ENSG00000255259	2.6	3.82	0	0	0	15.29	1.36	0	7.28	0	0	22.29
ENSG00000255260	0	0	0	0	0	0	0	0	27.95	0	0	0
OR7E4P_ENSG00000255261	13.94	0.59	0	0	0	0	0	0	0	0	0	0
ELOBP2_ENSG00000255262	12.9	0	7.45	0	0	0	0	0	61.19	0	0	0
TMA16P1_ENSG00000255265	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255266	0	0	0	0	0	0	0	0	0	0	0	0
LINC02687	5.94	0.39	2.87	1.16	0	0	6.9	7.38	24.54	7.02	12.21	10.04
ENSG00000255268	0	11.05	0	0	0	0	0	0	16.95	0	0	0
LINC02710	5.16	6.89	0.8	0	0	0	2.59	29.24	8.9	0	3.4	19.28
NAV2-IT1	0	3.28	0	0	0	0	0	0	0	0	0	0
ENSG00000255271	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255272	0	0	0	0	0	0	0	0	0	0	0	0
VPS51P14_ENSG00000255273	0	3.2	0	0	0	0	0	0	0	0	0	0
SMIM35	22.48	11.82	6.43	3.09	17.92	1.53	6.27	0	5.55	0	4.13	6.99
RRM1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P2_ENSG00000255277	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255279	17.01	0	1.42	0	0	0	7.19	0	0	0	0	0
ENSG00000255280	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255281	2.88	1.28	0	1.79	0	0	6.92	0	4.82	0	0	8.73
WTAPP1_ENSG00000255282	0	0	1.78	0	0	0	0	0	0	0	0	0
ENSG00000255283	0	0	0	0	0	0	37.94	0	0	0	0	0
AP006621.3	5.2	0.95	2.55	8.28	21.46	0	50.38	0.85	30.2	8.33	29.99	1.71
ENSG00000255285	24.6	0	0	12.3	0	0	0	0	0	0	0	0
ENSG00000255286	0	0	0	0	0	0	0	0	0	0	0	0
SNRPGP16_ENSG00000255287	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255288	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255289	31.6	6.09	16.6	0	0	0.5	113.25	0	21.52	56.27	0	0
HMGB1P40_ENSG00000255291	5.54	0	0	0	0	0	0	0	0	67.67	0	0
ENSG00000255292	0	0	0	0	0	0	0	0	0	0	0	0
WIZP1_ENSG00000255293	3.2	4.02	1.77	0	0	0.06	3.54	0	10.49	0	0	0
OR4A50P_ENSG00000255294	7.46	8.85	0	0	0	0	8.54	0	3.01	0	6.84	0
H3P34_ENSG00000255295	0	20.16	0	0	0	0	0	0	0	0	5.46	0
ENSG00000255296	0	0	0	0	0	0	0	0	0	0	0	0
OR4A41P_ENSG00000255297	34.98	13.23	0	0	0	26.88	5.1	0	10.2	0	0	0
OR8G5	3.61	11.97	18.24	5.29	0	0	7.59	0	16.29	6.41	22.34	19.57
ENSG00000255299	0	0	0	0	0	0	0	0	0	0	0	32.6
LINC02745	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255301	10.58	0	0.3	0	0	0	0	0	20.12	0	0	0
EID1	10.98	28.93	26.42	2.81	0	0	0	0	5.87	0	2.2	17.09
OR5BA1P_ENSG00000255303	0	10.74	3.87	0	0	0	0	0	0	0	0	0
OR4A46P_ENSG00000255304	26.35	2.63	0	5.02	0	0	22.14	0	0	0	0	0
ANKRD33BP9_ENSG00000255305	0	0	2.83	0	0	0	0	16.8	0	0	0	0
AC004923.4	0	0	0	0	0	0	1.78	0	0	0	0	0
OR52B2	10.2	9.96	3.54	0	13.35	0	17.33	0	1.37	0	0	0
CSRP3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255309	0	26.37	17.94	0	0	0	0	0	0	0	0	0
ENSG00000255310	7.28	7.84	0	3.12	29.21	0	0.51	0	22.59	12.09	11.64	28.26
AP002370.2	0	0	0	0	0	0	0	0	0	0	0	0
OR4C7P_ENSG00000255312	1.22	0	3.85	0	0	0	0	0	4.43	0	0	0
ENSG00000255313	6.68	0	0	0	0	0	0	0	0	17.46	0	0
ENSG00000255314	0	5.23	6.69	0	0	0	0	0	8.64	19.22	0	9.73
OR8A3P_ENSG00000255315	0	27.56	0	0	0	0	0	0	0	0	0	0
MTND6P25_ENSG00000255316	0	0	9.12	0	0	0	11.55	0	0	0	0	0
ENSG00000255317	0	0	0	0	0	0	0	0	23.46	0	0	0
ENPP7P8_ENSG00000255319	0	0	3.41	0	0	0	0	0	0	0	0	0
ENSG00000255320	1.09	0	1.38	10.65	0	0	10.34	34.56	10.51	0	0	0
ENSG00000255321	0	0	0	0	0	0	2.98	0	0	0	42.3	14.32
LINC01495	9.92	0	0	0	0	0	21.79	0	0	0	0	0
ENSG00000255325	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255326	4.06	0	0	0	0	0	0	0	0	0	0	0
LINC02697	0	0	0	0	0	0	8.49	0	0	0	0	0
ENSG00000255328	0	5.36	0	0	0	0	0	0	73.11	0	0	0
H2AZP4_ENSG00000255329	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255330	2.23	3.92	0	0	5.75	0	0	0	0	0	5.62	0
ENSG00000255331	6.71	5.46	0	0	0	0	0	0	0	0	0	0
LINC02756	22.54	0	0	0	0	0.36	20.37	0	45.06	0.68	0	0
ENSG00000255333	6.45	0	0	0	81.75	0	0	0	0	0	65.5	0
ENSG00000255334	0	0	0	0	0	0	0	0	0	0	0	0
LINC02729	0	0	0	0	0	0	0	0	0	0	0	74.71
ENSG00000255336	0	0	0	0	0	0	0	0	0	0	0	0
AP001830.1	16.6	2	11.32	0	0	0.31	17.76	0	27.05	0	0	17.22
ENSG00000255338	0	0	0	0	57.78	0	0	0	0	0	0	0
ENSG00000255339	0.96	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255340	0	0	0	0	0	0	0	0	0	0	0	0
OR8Q1P_ENSG00000255341	2.01	0	0	0	0	0	37.75	0	0	0	15.28	0
ENSG00000255342	0	11.95	0	0	199.47	0	0	0	0	0	0	0
ENSG00000255343	0	0	0	0	0	0	0	0	0	0	0	0
LINC02706	2.37	7.33	6.18	3.4	0	10.31	1.24	0	75.3	0.73	0	0
ENSG00000255345	0	7.53	0	0	0	0	1.3	0	0	0	0	0
NOX5	16.17	23.15	0	3.44	113.93	0	21.96	3.55	39.01	1.71	27.63	86.48
ENSG00000255347	1.46	11.18	1.34	0	0	0	7	0	30.22	0	0	0
ENSG00000255348	0	0	0	0	0	0	0	0	0	0	0	0
OR4A7P_ENSG00000255349	14.87	12.22	1.12	27.2	0	0	5.24	0	5.99	0	10.23	0
MTCO1P15_ENSG00000255350	1.93	8.91	1.93	0.18	8.05	0	7.05	41.75	2.3	2.52	6.61	12.36
ENSG00000255351	4.71	0	0	0	0	0	0	0	0	0	0	0
PPP1R10P1_ENSG00000255352	2.12	7.67	4.41	0	0	0	7.47	4.31	1.9	0	0	0
ASS1P13_ENSG00000255353	6.58	5.46	0	0	0	0	6.47	5.35	29.63	0	0	0
AP000640.2	0	16.28	3.56	0	0	0	0	0	9.21	0	9.1	0
ENSG00000255356	0	0	0	0	0	0	0	0	0	0	17.39	0
ENSG00000255357	3.13	0	0	0	0	0	0	0	0	0	0	0
NDUFAF2P2_ENSG00000255358	0	11.34	0	0	0	0	8.44	0	0	0	0	0
CCDC179	0	20.4	0	0	0	0	9.42	0	0	0	0	0
ENSG00000255360	73.23	0	0	0	0	0	0	0	0	0	18.3	0
RPL7L1P17_ENSG00000255361	0	0	0	0	0	0	0	0	0	0	0	0
LINC02761	0	0	0	0	0	0	0	0	0	0	0	0
LINC02757	3.89	0	0	0	0	0	0	0	0	0	0	0
SMILR	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255365	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255366	4.02	2.04	1.16	0.81	0	0	0.38	0	5.66	0	0	0
ENSG00000255367	7.4	19.75	6.06	10.72	0	0	77.51	0	9.79	0.63	11.97	0
ENSG00000255368	0	0	2.53	0	0	0	0	0	0	0	20.73	0
ENSG00000255369	0	6.99	0	0	0	0	0	0	0	0	0	0
CYCSP25_ENSG00000255370	8.61	0	0	0	0	0	0	0	0	0	0	0
OPCML-IT2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255372	3	0	0	0	0	0	14.85	0	0	0	0	0
TAS2R43	0	5.79	11.22	0	0	0	7.77	0	0	0	0	0
ENSG00000255375	0	8.05	0	0	35.53	0	5.22	0	0	0	0	0
AKTIPP3_ENSG00000255376	0	4.22	0	0	0	0	0	0	0	0	0	0
DUXAP5_ENSG00000255377	25.86	21.32	13.71	0	0	0	201.34	160.31	78.92	0.74	108.11	88.5
PRR23D2	16.7	7.15	6.58	0	0	0	11.75	12.76	25.08	3.94	17.42	0
CYCSP29_ENSG00000255379	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255380	0	1.9	0	0	0	0	0	0.94	0	0	0	0
ENSG00000255381	13.2	6.95	0	0	0	0.58	31.05	0	0	0	0	0
LINC02734	4.41	0	0	3.07	0	0	1.85	0	0	0	0	0
ENSG00000255384	8.92	4.73	1.23	0	1.44	0	1.16	0	4.26	5.67	0	13.55
UBTFL10_ENSG00000255385	0	0	0	0	0	0	0	0	19.25	0	0	0
OR5BR1P_ENSG00000255386	2.27	4.2	3.95	0	0	0	17.88	0	29.1	0	0	21.72
RDXP1_ENSG00000255387	20.37	3.06	1.88	4.5	20.48	0	6.04	0	0	0	5.66	2.26
LINC02741	12.33	3.53	4.36	0	0	0	12.8	13.43	0	0	0	19.7
ENSG00000255389	7.55	1.69	0.4	0	0	0	9.63	11.05	2.7	0	1.03	0
AC091564.4	1.71	4.53	0	0	0	0	0	0	0.71	0	0	0
ENSG00000255391	56.89	19.29	70.98	9.59	61.81	242.87	177.12	0	121.92	10.59	98.78	20.96
OOSP4B	0	0	0	0	0	0	0	0	0	0	1.82	0
ENSG00000255395	7.81	6.93	0	0	0	0	1.41	0	0	0	0	0
ENSG00000255396	0	2.92	0	0	0	0	0	0	0	0	0	0
NASPP1_ENSG00000255397	10.68	9.3	1.45	3.69	0	0	14.92	0	1.02	0	5.28	0
HCAR3	5.69	0	2.5	0	8.25	0	0	0	0	0	0	0
TBX5-AS1	14.25	4.96	1.9	0.57	7.38	2.65	66.76	0	58.85	5.67	12.09	11.67
AC124276.2	0	0	0	0	0	0	10.24	0	0	16.52	0	0
ENSG00000255401	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255402	0	0	17.7	0	0	0	0	0	0	0	0	0
HSPD1P13_ENSG00000255403	7.67	0.98	4.8	0	0	0	28.65	0	9.17	0	8.09	3.87
ENSG00000255404	5.5	1.7	0	0	0	0	17.37	0	36.1	0	0	11.36
LINC02730	11.66	25.82	0	3.12	0	5.42	0	0	25.05	0	55.76	0
PCDHA3	3.68	6.03	0.39	0.51	0	0.03	5.48	0	2.92	0	10.21	2.56
RSF1-IT1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255410	5.29	0.59	5.98	0	0	0	0	0	0	0	0	0
LINC02548	1.01	4.9	1.27	0	0	0	0	0	0	0	0	0
ENSG00000255413	2.26	4.35	0	0	0	24.41	0	0	0	0	0	0
VPS51P11_ENSG00000255415	0	37.25	0	0	0	0	0	0	0	0	0	0
OR10AF1P_ENSG00000255416	0	0	0	0	0	0	3.13	0	0	0	0	13.78
MTCO2P15_ENSG00000255417	8.02	3.24	0	0	0	0	0	0	0	0	0	0
LINC02718	0	0	0	0	0	0	0	0	0	0	0	0
CASC23	1.83	0	4.45	0	0	0	16.88	0	0	0	0	2.75
ENSG00000255421	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255422	0	0	0	0	0	0	0	0	0	0	0	0
EBLN2	2.87	4.78	0.74	1.13	0	0	10.48	0	0	0	0	0
MRGPRX9P_ENSG00000255424	16.6	0	0	0	0	0	17.68	0	0	0	70.93	0
OR8G3P_ENSG00000255425	34.21	12.17	6.39	13.64	24.76	0	33.76	0	63.56	14.83	8.39	32.33
ENSG00000255426	0	6.6	0	0	0	0	12.78	0	0	0	0	0
LINC02707	0	13.7	0	0	0	0	0	0	0	0	0	0
ENSG00000255428	8.41	3.33	4.8	3.98	9.06	0	33.57	0	6.27	1.11	1.44	17.29
ENSG00000255429	0	0	0	0	0	0	0	0	0	0	0	0
CASP1P1_ENSG00000255430	0	0	0	0	0	0	0	0	0	0	0	0
OR5B19P_ENSG00000255431	8.44	3.31	0	0	0	0	0	0	0	0	0	0
ENSG00000255432	0	0	11.56	0	0	0	0	0	0	0	0	0
LINC02735	5.04	1.5	0.97	0.65	0	0	16.27	0	4.4	3.14	9.45	1.88
ENSG00000255434	13.59	4.33	2.71	0	169.4	0	13.34	0	0	0	0	83.7
AP001267.3	1.8	3.77	4.59	0	0	0	4.23	0	9.14	0	13.28	0
ENSG00000255437	15.12	0.91	4.7	5.8	0	0	4.48	0	0	16.84	0	0
ENSG00000255438	2.62	1.67	3.4	0.62	0	0	6.44	0	4.91	0	8.22	4.62
ENSG00000255439	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255440	9.58	0	0	0	0	11.42	30.59	9.39	10.49	11.14	0	0
AC008750.2	0	1.79	0	0	0	0	15.08	0	0	0	0	0
ENSG00000255442	17.23	0	0	0	0	0	0	0	0	19.64	22.12	0
CD44-AS1	0	0	0	0	0	0	2.6	0	0	0	0	0
CYCSP27_ENSG00000255444	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255445	0	0	0	0	0	0	6.15	0	0	0	0	0
ENSG00000255446	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255447	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255448	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255449	0	0	0	0	0	0	0	0	0	0	0	0
EEF1A1P47_ENSG00000255450	2.47	6.78	0	0	0	0	0	0	0	0	0	0
ENSG00000255451	11.85	0	0	0	0	0	0	0	14.82	0	0	0
ENSG00000255452	0	0	0	0	0	0	28.92	0	0	0	0	0
ENSG00000255454	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255455	5.73	1.82	0	2.75	11.48	0	7.17	4.89	0.83	0	5.96	7.61
ENSG00000255456	0	0	0	0	8.47	0	0	0	0	0	0	0
ENSG00000255457	0	0	0	0	0	0	0	0	0	0	0	0
AC108471.2	6.16	2.4	17.6	0	1.24	0	5.04	0	11.6	10.06	17.54	5.37
ENSG00000255459	0	3.61	0	0	0	0	0	0	0	0	0	0
ZDHHC20P3_ENSG00000255460	0	0	0	0	0	0	0	0	0	0	0	0
OR8I1P_ENSG00000255461	19.22	4.61	7.28	0	0	0	16.49	22.47	2.9	5.07	0	0
ENSG00000255462	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255463	32.91	0	0	0	0	0	0	0	0	0	0	0
SEPTIN14P8_ENSG00000255464	0	0	0	0	0	0	0	0	0	0	0	0
OR5AL2P_ENSG00000255466	4.88	6.02	0	0	0	0	15.48	13.9	10.33	0	11.76	0
ENSG00000255467	0	1.89	0	0	0	0	0	0	0	19.02	0	0
AP001107.9	8.49	0	1.41	0	0	0	0	0	0	2.88	0	4.55
BOLA3P1_ENSG00000255469	6.45	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255470	2.23	1.74	1.64	0	0	0	0	0	0	0	0	0
AP001528.1	9.94	11.47	0	0	0	0	0	0	0	0	0	0
ENSG00000255472	0	0	0	0	0	0	8.08	0	0	0	0	0
GAU1	0	1.36	0.89	0	9.3	0	0	0	5.9	0	0	0
ENSG00000255475	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255476	0	0	0	0	0	0	0	0	20.84	0	0	0
ENSG00000255477	18.41	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255478	15.42	0	0.64	0	0	0	0	0	0	0	1.78	0
ENSG00000255479	0	0	0	0	0	0	6.71	0	0	0	4.84	0
ENSG00000255480	0	0	0	0	0	0	0	0	0	0	0	0
OR56A7P_ENSG00000255481	14.2	4.55	0.27	0	71.71	0	9.38	0	0	0	9.77	0
ENSG00000255482	0	0	0	0	0	0	0	0	0	0	0	0
METTL5P4_ENSG00000255483	0	0	0	0	0	0	0	0	0	0	0	0
LINC02764	7.66	5.03	1.63	0	3.46	0	0	8.43	4.84	0	4.02	1.67
OR5G4P_ENSG00000255485	8.01	7.84	0	0	0	0	0	0	7.79	0	0	0
