GeneSymbol	D4_ISO2_HEP_1	D4_ISO1_HEP_L_1	D4_ISO1_HEP_L_2	D4_ISO2_HEP_2	D4_INT_HEP_PI_1	D4_INT_HEP_PI_2	D4_INT_HEP_LPS_1	D4_INT_HEP_LPS_2	D4_INT_HEP_5OP_1	D4_INT_HEP_5OP_2	D4_INT_HEP_C_1	D4_INT_HEP_C_2	D4_INT_HEP_GL_C
NCAPD2	27.05	16.79	33.06	26.37	5.29	2.33	1.17	8.44	0.88	2.95	6.64	12.03	0
IFFO1	4.29	3.69	3.65	3.55	1.8	0.21	0.47	5.04	0.47	2.3	1.1	4.46	0
GIPR	18.17	6.37	20.53	12.71	0.06	0	0.77	14.52	0.22	0.35	0.31	8.51	15.51
PHF7	9.56	7.67	16.62	15.11	0.65	0.49	0.84	13.17	0.23	1.41	5.36	12.51	2.06
SEMA3G	2.36	1.54	4	4.11	0	0	0.27	1.69	0.11	0	0	2.18	0
NISCH	10.73	11.31	14.75	10.09	10.67	2.98	1.83	15.32	2.03	2.35	7.18	21.5	7.51
STAB1	4.78	1.72	16.87	8.26	0.28	0.01	2.98	10.02	0.36	1.24	0.35	3.69	5.42
FUZ	6.65	4.91	13.17	2.71	0	0	0.06	10.54	3.72	0.02	0	7.33	0
SLC6A13	5.49	3.85	14.85	12.28	0	0	0.04	8.04	0	0	0	4.53	0
IDS	2.96	3.67	2.13	3.21	4.65	4.82	5.43	7.13	7.49	6.86	10.11	7.07	14.95
PRSS3	3.92	4.6	8.85	5.4	6.11	0	21.28	7.89	2.84	16.8	17.25	12.26	0
ZNF200	11.99	12.32	23.96	17.57	0.32	5.3	1.71	11.5	2.87	3.85	3.05	11.97	2.08
CD4	13.91	7.17	13.99	9.7	0.03	1.94	1.75	17.2	0.6	0.48	1.93	12.38	1.11
LRRC23	19.21	10.89	19.02	9.7	4.06	0.28	0.22	16.62	2.82	2.29	2.02	15.4	0
BTK	4.63	2.28	6.71	3.74	0	0.43	0.81	4.79	1.24	0	0.67	8.14	0
HFE	12.76	9.98	17.69	14.81	2.5	6.71	3.56	7.41	2.06	3.69	1.29	12.19	12.46
SCMH1	2.7	0.81	3.63	3.18	0.57	2.51	0.91	8.93	0.82	0.18	1.8	3.47	0
FYN	32.65	14.42	33.59	37.55	0.95	3.19	2.55	34.27	1.36	0.42	3.18	27.88	0
HIVEP2	8.29	10.4	13.67	9.14	6.21	5.66	4.21	9.06	5.19	2.86	4.2	11.84	5.03
FMO1	2.06	0.87	3.18	4.16	0	0	0.94	1.69	0.01	0	0	1.72	0
ELOA	16.79	13.76	21.49	16.99	8.21	6.28	7.66	11.66	6.4	10.56	9.28	22.12	12.46
LYPLA2	3.96	6.07	8.7	4.65	5.73	1.98	7.09	10.05	0.91	1.77	8.93	10.9	0
CLCN6	6.73	5.7	7.29	7.04	1.98	0.46	2.49	6.87	0.87	0.23	0.93	10.95	1.35
MRC2	3.08	1.9	6.6	1.96	2.5	1.74	0.02	2.66	0	0	0.67	4.56	0
NME1-NME2_ENSG00000011052	0	0	0	0	0	3.3	1.36	0	0	1.15	4.29	2.02	0
SLC6A7	9.92	11.33	15.97	5.74	0.11	0	0.2	14.72	0	0	0.07	24.6	0
TSPAN9	1.79	5.07	5.59	6.11	0.46	0.44	1.19	3.2	0.54	0.33	2.52	4.57	0
BTBD7	7.67	5.69	12.55	6.9	4.92	3.84	2.68	8.95	4.4	3.32	5.18	14.44	0.23
APBA3	6.53	6.38	13.82	9.27	2.08	0	1.49	6.38	4.14	0.23	6.36	10.39	0
MKS1	16.25	14.48	23.77	21.03	0.89	1.59	2.06	12.95	0.74	0.91	2.89	13.43	0
ABHD5	12.36	8.82	23.98	18.02	10.03	18.04	10.26	15.38	9.68	25.02	28.55	12.96	10.04
ANOS1	3.54	1.37	3.7	3.76	0	3.17	0.03	1.21	0.05	0	0	2.15	0
AKAP8L	5.78	5.63	7.89	5.85	14.44	6.36	12.17	8.65	8.64	4.65	23.59	13.19	0
MBTD1	3.93	1.34	9.87	6.66	0.05	0.3	0.39	8.15	0.16	1.02	1.26	2.53	0
UTP18	3.07	6.34	8.02	4.68	7.6	8.06	9.54	6.87	6.53	9.21	13.39	9.32	11.68
RNF216	8.73	7.26	12.76	6.41	5.75	2.68	3.53	5.84	4.33	2.36	5.36	4.59	0.27
TTC19	8.86	6.25	13.71	6.71	2.16	1.88	1.44	7.57	3.21	2.13	3.65	6.92	0
PTBP1	11.18	11.23	26.11	11.22	41.28	6.22	10.59	20.43	8.1	7.64	12.51	25.41	0
DPF1	1.5	3.88	3.16	2.83	0	0	0	1.61	0	0	0.56	4.17	0
SYT7	1.15	1.01	1.62	1.86	0.99	0.93	0.26	1.33	0.02	0.12	0.39	1.22	1.58
LARS2	5.21	5.96	10.6	7.34	1.77	1.96	1.02	5.92	0.83	1.16	3.56	3.75	0
PIK3C2A	9.23	6.32	9.89	8.84	2.81	6.11	6.39	6.25	3.78	5.73	5.23	13.85	6.85
PLAUR	17.69	26.57	34.91	32.23	4.43	6	6.34	28.25	2.94	14.79	13.27	29.1	25.4
ANLN	8.36	5.51	12.5	10.08	3.1	2.88	4.32	10.27	4.59	2.43	3.75	8.58	0.29
WIZ	2.73	2.2	4.59	4.12	0.42	1.76	0.67	4.15	0.59	0.02	1.47	2.18	0
RABGAP1	6.63	3.89	13.9	5.75	2.61	7.31	2.48	8.59	2.21	2.39	7.96	4.93	0
DCN	22.67	11.36	25.5	19.66	8.57	1.36	2.66	27.58	4.8	2.17	1.01	12.32	0.74
QPCTL	1.23	0.65	1.25	4.08	3.93	0.65	0.09	1.76	0.03	0	0	2.68	0
PPP5C	8.8	10.51	9.74	24.77	18.01	4.62	15.53	10.52	12.29	11.18	20.09	19.81	32.92
CEP68	11.13	10.04	15.24	12.9	1.74	0.34	0.97	8.97	0.21	0.79	1.46	9.35	3.08
MAP4K3	15.92	9.79	20.69	4.51	5.5	3.95	3.15	4.6	2.7	2.64	4.96	24.4	0
ZBTB32	3.31	6.02	7.98	10.43	0	0	0.1	5.97	0	0	0.08	3.8	0
TYROBP	11.26	7.01	9.15	26.21	50.92	22.02	33.11	17.91	33.85	19.73	53.3	15.87	0
TMEM159	2.65	2.11	2.73	4.3	0.91	0	0.64	3.44	1.98	1.21	0	2.27	42.25
GABRA3	1.15	1.06	2.69	1.66	0	0	0.08	2.72	0.01	0	0.16	0.31	0
BRCA1	20.21	7.22	19.48	15.62	4.68	1.41	1.89	16.8	1.4	2.17	10.51	10.52	0
ERCC1	10.89	10.05	19.71	10.23	3.45	2.73	9.99	10.09	9.82	2.51	2.43	14.33	0
CD22	13.94	15.02	23.56	28.89	5.37	1.54	6.44	26.72	1.16	0.38	13.98	31.87	32.6
SEMA3B	4.52	6.68	8.06	5.36	0.23	1.34	1.03	6.67	0.24	0	0.47	10.42	0
MBTPS2	1.88	2.87	3.17	1.74	2.13	1.64	0.74	2.65	1.4	1.21	0.87	1.53	0
PRICKLE3	2.13	3.54	4.28	4.06	1.49	0	0.67	3.49	1.33	0	2.44	6.99	0
LTF	3.29	3.69	3.94	3.03	0	0	0.5	1.97	0	0.02	0.12	3.62	0
EXTL3	8.56	15.36	10.64	9.75	1.88	0.52	2.77	7.76	0.58	0.74	0.89	17.47	0
NR1H4	10.58	9.24	6.44	9.62	21.26	14.98	7.88	6.81	17.71	21.37	22.46	18.67	4.64
ELOVL5	7.91	17.49	28.66	12.97	31.24	28.24	19.05	19	16.28	23.15	23.09	20.68	2.72
ALOX5	1.83	3.11	11.71	6.3	1.34	0.98	0.85	2.27	0.36	0	0.5	5.61	0
KDM5D	7.9	4.1	7.85	5.83	2.3	0.69	1.56	6.33	1.45	0.6	2.44	4.89	0
CALCOCO1	20.01	13.89	16.41	15.1	3.9	0.95	3.03	10.9	3.52	1.62	15	15.82	51.86
UBR7	3.43	4.58	4.57	4.91	1.14	1.96	9.99	3.83	7.08	3.05	25.1	5.96	0
MAP4K5	4.49	4.77	3.83	4.88	4.84	1.91	3.71	4.03	3.82	3.71	4.84	2.99	7.97
EHD3	2.66	2.39	4.26	3.64	0.01	0.3	0.25	2.43	0.4	0.02	0	2.9	0
PSMC4	13.48	23.77	17.29	18.63	35.07	26.11	37.84	37.78	30.28	30.77	45.78	51.28	40.26
MAN2B2	3.6	1.86	5.65	3.82	0.84	0.1	1.64	3.03	0.69	0	3.26	4.52	0
SLC7A14	3.71	2.7	4.32	2.3	0	0	0.02	3.82	0.03	0	0	2.32	0
CLDN11	12.26	10.18	15.59	14.88	0	0	0.54	6.93	0.1	0	2.63	12.38	0
SLC25A39	8.65	4.9	3.5	6.09	19.21	4.74	4.98	11.47	5.81	5.3	7.06	15.76	0
MVP	21.38	9.83	21.85	22.84	10.27	36.28	10.06	26.17	9.99	6.37	14.38	39.46	15.77
NUB1	22.81	57.87	56.36	28.79	29.18	16.47	23.78	28.88	26.16	20.44	20.27	57.61	0
PGM3	21.8	22.78	29.6	24.69	20.93	21.25	16.22	21.94	10.32	17.61	13.75	18.67	4.83
RWDD2A	2.89	1.62	3.78	3.69	0.61	0.55	0.42	2.78	0.19	0.62	0.12	1.92	0
CLK1	7.53	10.99	12.85	8.5	13.67	20.39	9.89	18.53	11.48	8.08	8.02	14.48	9.19
POLR3B	6.4	6.86	8.6	3.27	4.91	11.32	5.04	4.84	10.01	1.13	1.17	3.45	38.52
ANGEL1	8.74	5.1	9.8	8.75	0.33	1.79	2.17	4.51	0.24	4.59	0.35	5.42	0
RNF14	9.23	18.39	14.26	13.45	27	21.43	26.62	18.36	37.14	17.32	41.17	15.21	31.88
DNASE1L1	1.9	1.57	4.2	3.29	2.5	1.24	1.81	3.56	1.23	1.68	0.13	8.39	0
DDX11	18.6	11.69	23.54	15.99	7.42	0.24	1.79	14.38	1.2	0.83	0.01	20.04	7.09
HEBP1	12.07	18.65	19.38	13.77	30.36	27.77	33.09	34.65	29.32	41.4	32.38	29.3	33.55
GPRC5A	19.84	11.91	15.48	22.85	0.42	2.14	0.48	12.51	0.58	0.37	3.7	16.31	1.11
MAMLD1	3.47	2.08	2.77	2.58	1.04	0	0.43	2.85	0.02	0.25	0.83	2.1	0
CD6	7.37	3.11	9.07	12.75	0	0	0.39	10.6	0.57	0.39	1.74	6.49	0
TACC3	7.39	5.35	16.15	14.3	1.72	0.94	2.15	10.28	2.14	0.36	4.25	9.45	0
UFL1	2.39	6.69	6.52	5.63	6.17	5.15	6.03	3.36	5.61	8.47	9.97	9.09	0.08
POLA2	10.6	8.39	12.08	14.2	2.85	0.91	1	10.17	0.45	0.37	0.17	11.71	5.13
ZC3H3	2.4	1.13	2.71	1.47	2.38	0.12	0.99	2.53	0.12	0.05	1.48	4.01	1.06
CAPN1	23.81	19.11	28.49	29.69	13.03	8.65	7.79	26.27	6.16	8.28	17.02	26.54	6.08
ACPP	23.29	9.08	13.6	22.81	0	0.12	0.1	16.09	0	0.2	0	12.32	0
MDH1	26.65	42.75	32.4	34.61	56.25	44	41.45	40.26	44.8	58.16	34.77	40.22	64.3
SLC30A9	5.84	11.5	11.95	10.35	16.34	15.5	10.92	10.96	13.46	15.67	11.29	11.94	16.38
MTMR11	13.93	8.46	13.87	7.71	2.41	3.43	2.58	14.56	0.44	2.45	4.15	14.01	12.73
COX15	6.25	6.71	5.46	5.18	1.22	1.67	1.93	7.34	1.13	1.45	2.13	4.47	0
CCDC88C	19.79	10.75	31.92	23.52	0.27	0.15	0.33	12.77	0.11	0.29	0.08	16.06	0
YAF2	14.51	7.33	33.33	22.9	6.97	4.54	3.08	21.44	7.34	3.41	2.48	7.87	0
ZMYND11	13.75	9.97	17.25	14.29	8.96	12.23	6.98	18.55	6.41	7.76	19.25	19.54	12.11
WAS	1.17	1.5	1.13	1.62	0	1.7	0.48	1.64	0.1	0.33	0.18	1.03	0
DPEP1	1.06	0.45	0.33	0.79	0	0	0	3.2	0	0	0.02	1.39	0
BID	10.76	22.65	16.89	7.29	8.38	31.08	7.39	12.04	6.76	18.5	11.43	25.95	0
MATR3_ENSG00000015479	42.62	46.31	33.72	26.83	33	38.04	30.37	27.87	37.88	49.73	52.06	31.49	17.8
NPC1L1	3.41	2.45	4.77	2.23	2.15	0.22	2.76	3.58	1.01	0.45	0.82	4.85	5.74
XYLT2	6.06	2.73	5.25	7.23	0.64	1	1.31	4.29	0.4	0.38	0.01	7.46	0
RGPD5	1.81	14.22	18.7	16.74	24.02	14.41	43.94	17.89	48.89	9.28	161.52	23.49	20.69
STMN4	2.04	4.42	7.04	5.81	0	0	0	5.3	0	0	0.22	2.06	2.95
NUDCD3	9.07	6.38	7.81	10	17.35	7.95	2.96	16.17	3.99	2.71	2.17	23.29	0
ISL1	2.43	2.97	1.42	3.58	0	0	0	1.03	0	0	0	1.18	0
CHDH	2.24	1.05	2	2.73	0.28	0.75	0.44	2.03	0.41	0.25	0.5	1.82	0
IL20RA	3.8	1.55	10	3.16	0	0	0.03	2.74	0.07	0	0	1.89	0
CLCA1	0.86	0.66	2.34	1.06	0	1.25	0	0.44	0	0	0	0.1	0
CLCA4	1.55	0.46	2.07	2.05	0	0.01	0	0.45	0	0	0	0.41	0
GLT8D1	10.25	10.46	15.72	12.44	2.25	10.56	3.82	11.84	3.46	9.01	3.46	8.31	0
ATP2C1	7.72	9.07	8.75	11.37	26.45	17.81	15.06	17.56	9.69	10.28	16.35	12.76	36.54
IGF1	8.53	3.21	5.44	3.57	9.03	3	9.39	2.84	16.24	3.09	5.77	7.6	15.26
SLC38A5	7.2	3.39	5.44	6.03	0	0.09	0.66	7.38	0.68	0.17	0.57	6.14	0
RALBP1	6.94	9.25	8.81	8.77	12.87	6.36	8.48	8.78	10.16	7.37	12.69	14.09	21.74
RUFY3	11.57	8.49	26.35	6.83	9.84	18.62	3.65	15.4	4.36	4.97	17.86	15.78	11.13
CNTN1	2.36	0.86	3.07	2.8	0.07	0	0	1.6	0.05	0	0	0.83	0
SLC11A1	4.63	7.81	5.68	7.84	0.25	0	0.11	6.06	0.56	0.2	0.08	5.67	0
WWTR1	17.26	8.1	13.33	9.38	4.44	13.03	4.13	14.76	3.26	4.72	4.45	9.01	7.24
AGPS	14.99	11.26	16.72	12.05	16.38	7.54	10.82	18.2	8.35	7.42	9.69	20.59	6.03
ZNF285CP_ENSG00000018607	3.18	1.04	4.47	1.97	0	0	0.06	1.27	0	0	0	1.69	0
CXorf56	2.18	0.53	2.73	2.55	3.67	3.48	5.7	1.94	2.37	2.02	4.71	2.75	0
ATP1A2	5.09	4.87	11.71	8.49	0.68	0	0.07	3.33	0.15	0	0.31	6.46	0
TTC27	5.93	1.81	1.83	1.99	7	2.04	2.43	4.11	2.08	10.78	6.31	4.1	10.9
ZNF582	1.91	0.35	6.01	2.31	0	0.92	0.04	1	0	3.49	1.91	2.02	0
VSIG2	2.04	0.71	1.09	0.42	0	0	0.16	1.84	0	0.04	0.26	0.63	0
PHLDB1	25.72	19.4	45.28	23.07	1.32	1.31	1.23	24.09	1.03	1.22	7.27	20.78	0
MARCO	3.1	2.82	9.29	9.93	2.68	0.02	0.65	5.26	0.05	0.06	0.21	3.68	0
CYP24A1	2.04	5.08	16.38	12.72	0	0.18	0.02	0.59	0.04	0	0.36	7.55	0
PRDM11	4.48	3.62	6.34	6.18	0.67	0.04	0.19	4.05	0.04	0	1.29	5	0
SYT13	2.34	1.48	3.03	2.15	0.01	0	0.35	2.27	0.01	0.03	0	1.79	0
SNAI2	8.7	4.36	6.26	7.24	9.6	11.63	13.8	13.38	11.4	11.45	10.09	8.18	51.38
CD74	28.78	71.93	94.14	27.33	97.14	80.19	94.8	56.02	29.46	51.61	113.75	86.87	1.73
HGF	3.6	2.01	8.23	6.49	1.73	0.97	0.36	4.55	0.01	1.47	1.46	3.26	0
ZRANB1	10.99	4.05	10.03	6.58	3.41	3.04	3.27	11.94	3.58	3.47	4.13	5.62	0.97
NCDN	3.13	2.53	5.15	2.15	0.51	0.01	1.09	4.26	0.02	0.03	0.6	5.28	0
ADGRA2	0.8	0.66	1.73	0.81	0	0	0.09	0.89	0	0	0	1.06	1.49
CCT8L1P_ENSG00000020219	3.17	1.9	4.61	4.51	0	0	0.43	0.62	0.03	0	0	1.7	0
ZFP64	11.14	7.59	10.62	12.56	0.66	1.67	2.52	6.34	1.46	1.82	1.57	5.72	0
MNAT1	14.17	10.28	18.66	9.62	16.47	14.81	13.95	11.96	17.48	15.56	8.04	17.97	7.15
SAMD4A	12.32	11.04	17.22	17.55	0.92	0.44	1.29	10.98	0.62	1.23	2	9.19	0
RUNX3	2.89	2.17	4.31	3.86	0	0.01	0.23	3.16	0.01	0.01	0	1.98	2.52
MRE11	3.65	3.96	2.73	2.56	4.32	12.61	8.52	6.11	13.59	9.69	6.87	9.78	0
PLEKHB1	3.95	3.01	6.79	4.86	0.34	0	0.9	6.02	0	0	0	6.77	0
SERPINB1	10.42	42.01	33.04	8.22	6.86	7.49	5.33	13.62	17.43	7.85	7.1	20.57	7.61
CYP3A43	0.81	0	4.23	0.5	0	0	0	1	0	0	0	0.8	0
SLC7A9	1.61	3.27	3.75	4.32	1.3	1.48	1.01	2.23	1.72	0.59	0.77	5.49	0
SPAST	7.29	4.94	12.77	10.63	2.2	0.25	1.41	8.67	3.65	0.68	3.05	4.88	0
NRXN3	15.89	11.18	24.98	16.22	0.15	0.2	0.38	19.92	0.54	0.01	9.63	13.78	1.19
OSBPL5	10.48	8.7	8.41	11.76	0.14	0	0.12	9.23	0	1.78	0	7.28	0
AQR	5.63	6.63	8.9	5.18	3.49	4.56	3.67	7.32	3.96	7.87	12.27	6	6.66
CPS1	8.02	8.44	14.3	11.49	6.7	12.62	7.37	12.69	8.4	12.61	10.53	14.61	2.96
C8B	3.81	3.96	5.21	4.41	9.18	3.16	4.7	5.47	6.77	5.4	4.52	4.63	11.41
FHL1	6.59	3.91	7.17	9.47	0.57	0	1.62	7.96	3.11	0.6	7.72	4.1	0
RTF2	12.72	21.72	23.99	14.44	24.73	33.56	22.23	17.05	29.45	28.89	20.9	36.06	43.77
GABRA1	4.51	1.69	8.44	10.47	0.03	0.18	0.08	4.6	0.86	0.02	0.54	1.46	1.08
NLRP2	11	2.95	19.18	9.09	0	0.01	0	7.44	0	0	0	4.19	0
SLC45A4	7.32	3.43	9.07	5.47	1.49	6.06	5.34	9.29	1.17	8.12	0.9	5.29	0
RNF10	40.86	19.71	37.34	15.63	36.46	21.82	22.38	33.55	13.04	29.18	12.86	39.04	0
ZNF839	4.82	5.49	8.51	11.77	0	0.2	3.38	5.99	0.26	0.76	7.71	5.61	0
ZDHHC6	10.97	6.69	17.05	10.06	3.6	2.81	5.59	11.78	6.72	9.83	7.01	6.91	0
GRAMD1B	13.21	6.47	24.67	10.91	0.16	0	0.73	13.81	0.11	0.02	2.16	17.29	0
RNH1	10.68	10.81	15.24	18.68	13.24	4.89	6.51	14.15	6.96	4.23	16.03	12.98	0
NDUFS1	7.8	22.18	19.08	17.36	18.47	9.96	8.58	24.78	8.64	20.01	16.57	18.08	25.51
RB1CC1	4.36	5.91	5.17	8.83	34.24	21.91	11.38	7.07	21.79	23.01	21.65	9.67	5.6
ERP44	14.88	12.67	27.87	14.98	14.83	8.3	12.02	18.68	10.45	11.77	11.96	13.45	6.16
ALAS1	12.89	27.89	24.71	25.16	83.99	97.02	79.4	50.19	92.27	83.5	93.39	86.3	32.57
BIRC3	14.78	391.2	183.61	25.25	44.94	47.47	18	22.89	43.48	59.76	33.7	34.63	0
AKAP11	4.03	3.14	6.23	3.33	2.01	3.01	1.84	4.21	1.96	1.85	2.16	4.63	0.21
GLRX2	5.42	3.88	4.58	5.78	2.61	2.89	6.91	2.86	2.98	5.36	3.47	7.12	0
SNAPC1	1.39	4.74	1.16	1.72	2.3	4.79	2.74	3.02	5.36	1.98	7.97	5.15	1.75
DERA	9.09	17.21	8.75	16.28	19.7	16.72	18.69	18.36	24.63	11.09	16.64	18.73	45.84
STRAP	10.17	14.99	11.36	12.56	30.73	24.81	13.6	15.32	16	23.06	16.19	18.75	15.81
ABCC2	27.01	39.11	28	31.03	56.61	49.51	32.58	55.25	50.98	63.05	78.54	80.9	8.53
DEF6	3.42	2.24	5.68	2.19	0.93	0	0.06	1.94	0.09	0.01	0.25	1.21	0
PLEKHO1	8.64	6.65	16.47	19	8.05	1.42	3.91	17.92	3.48	0.5	4.37	11.57	4.11
GCLM	9.47	5.73	15.59	10.65	7.09	11.88	11.82	18.45	7.05	7.33	11.56	27.03	10.63
UBR2	3.52	4.31	2.91	5.2	3.2	6.08	4.01	5.05	4.06	4.68	1.84	7.11	1.51
EHD2	4.63	2.09	3.45	4.23	3.1	0.01	1.4	6.55	1.29	0.57	1.36	6.76	0
DEPDC1	0.74	0.54	1.17	0.37	0.18	0.25	0.19	2.77	0.24	2.52	0	0.6	0
CCDC28A	2.24	3.15	5.02	3.2	9.71	3.11	6.86	3.92	8.39	4.61	5.86	6.43	15.74
RRAGD	5.05	3.02	4.84	4.98	4.57	4.64	4.87	5.24	4.41	3.96	6.15	6.63	1.27
HSF2	1.81	2.87	2.18	3.5	5.73	5.24	4.22	1.95	3.17	9.97	9.2	3.63	0
PHF20	13.82	9.89	29.6	33.75	1.33	1.61	1.48	9.51	2.13	0.73	5.92	17.63	0
HSD17B6	8.32	3.99	6.47	7.57	12.78	6.28	4.21	4.04	4.93	6.98	9.96	7.36	14.33
NR1H3	14.6	9.33	23.2	9.83	6.73	37.79	7.65	18.89	2.77	17.13	4.33	12.29	0
TYMP	16.08	16.52	41.72	7.78	81.62	33.01	27.98	21.91	10.38	12.16	62.8	44.44	16.01
NCAPH2	1.58	2.56	3.69	2.51	0.1	0.51	0.25	3.15	0	0.01	0.73	3.45	0
TOMM34	3.76	6.56	5.29	5.61	3.14	10.42	8.49	6.64	7.1	8.27	7.22	10.75	6.32
SEC63	14.67	8.5	22.65	18.79	63.1	44.14	32.47	12.98	25	29.94	29.7	13.59	5.94
KPNA6	4.5	4.65	5.13	6.29	3.85	6.55	1.94	5.41	4.7	3.41	4.21	7.61	0.4
VIM	68.19	64.99	94.99	65.5	82.11	68.56	108.21	81.29	33.74	46.14	93.36	106.84	55.5
RTEL1-TNFRSF6B_ENSG00000026036	1.22	0.85	1.56	1.11	0.57	0.01	0.06	1.22	0.03	0	0	1.01	0
FAS	12.91	12.14	16.75	13.78	13.4	7.03	12.11	8.71	7.58	15.49	9.55	8.54	2.56
RNASET2	12.18	8.3	18.01	18.4	1.56	0.48	2.43	12.27	2.67	0.35	3.51	9.95	1.48
CD44	33.02	64.79	62.72	44.02	87.31	90.35	56.6	42.71	55.36	90.38	95.23	69.89	7.71
KCNG1	4.7	2.1	8.1	3.73	0	0	0.4	4.1	0	0	0	2.63	0
AGPAT4	10.34	7.47	20.27	18.84	0.12	0.03	0.36	9.89	0.28	0.02	1.62	8.6	0
SLAMF7	5.06	11.02	14.74	6.42	5.98	5.42	5.2	10.76	5.14	10.11	4.21	7.81	0
BTN3A1	7.28	10.58	13.66	9.86	0.56	1.96	1.01	9.33	1.65	0.2	4.69	9.09	34.15
MIPEP	3.69	6.6	9.36	2.89	0.92	2.26	3.4	5.47	1.34	6.1	1.34	3.9	0
PRKCH	14.23	9.49	19.73	9.09	0.15	0.54	0.99	7.09	1.75	0.03	4.96	15.56	0
INSRR	1.2	0.69	2.07	1.15	0	0.05	0	0.9	0	0	0.2	0.65	0
IFNGR1	17.59	57.51	41.57	22.38	53.01	61.24	31.43	22.85	48.25	46.16	50.74	36.79	86.46
B4GALT7	4.29	5.1	9.72	4.64	1.22	0.57	1.05	9.62	1.45	1.73	0.19	12.86	5.74
SH2D2A	2.41	1.36	7.46	3.17	0	2.65	2.27	3.74	0	0	0.19	5.32	0
VRK2	7.09	7.43	5.58	1.63	10.73	5.53	4.03	2.33	4.26	6.27	6.45	2.19	0
TNFRSF1B	3.38	7.62	12.42	3.16	0.65	0.9	1.91	9.83	0.83	0.48	6.53	7.23	0.56
VEZT	18.56	25.74	34.09	32.23	24.54	38	20.12	33.05	26.43	20.08	39.55	21.83	1.01
POU2F2	3.39	2.1	3.98	2.1	0.72	0.09	0.12	3.28	0.11	0.01	1.09	6.8	0
BRD9	8.26	9.64	15.58	11.66	3.42	2.13	3.05	11.98	3.28	1.06	3.31	15.44	0
SNX1	5.44	13.91	9.56	12.19	8.55	7.48	6.89	18.15	6.16	10.61	12.14	12.59	4.27
TBPL1	4.79	3.62	5.94	5.76	13.55	7.47	13.65	8.46	26.5	19.92	12.53	7.12	0.96
ARNTL2	5.01	11.74	24.87	6.12	13.03	1.63	3.91	5.29	10.14	2.84	8.22	6.73	0
BCLAF1	27	41.87	42.71	31.74	84.6	47.7	47.04	39.89	65.5	49.57	73.97	103.89	2.99
SLC39A9	11.12	8.38	13.9	12.85	4.88	6.81	3.22	10.95	3.01	1.88	5.01	11.21	0
ANK1	16.12	9.9	28.1	36.85	2.65	0	0	14.64	0.18	0.08	24.99	20.2	0
IBSP	1.95	0.34	2.29	1.82	0	0	0.03	1.98	0.03	0.04	0.94	1.02	0
TFB1M	15.1	7.21	28.54	8.48	10.45	1.99	5.09	14.17	16.15	9.74	6.2	4.05	26.38
RABEP1	8.45	17.43	9.85	10.75	60.1	30.39	18.2	26.38	20.44	36.05	64.42	43.22	13.55
HMGB3	17.57	37.29	24.95	27.79	117	85.15	46.71	39.33	73.82	79.24	29.45	58.25	14.3
NUP160	10.03	7.3	31.28	21.34	1.59	1.77	2.81	12.24	7.73	3.08	1.76	5.32	2.82
BAK1	1.69	4.95	6.03	2.31	4.97	5.34	0.88	4.13	0.06	1.18	3.59	3.8	0
MUSK	4.08	3.91	6.45	5.79	0.03	0.09	0.03	2.95	0.2	0	1.09	2.22	6.2
IKZF2	9.41	2.54	17.79	4.77	0.57	0.23	0.42	5.6	0	0	0.05	5.05	0
GRN	15.16	14.94	27.4	28.83	25.19	13.41	10.89	30.61	2.77	5.01	28.04	47.12	75.6
FAM13B	11.62	4.28	10.56	4.87	2.23	3.91	2.38	3.65	1.18	2.56	1.73	4.39	0
ARHGAP31	4.23	2.92	6.36	4.04	0.65	0.9	1	3.36	0.25	0.2	0.44	3.71	0
CENPQ	0.43	2.88	1.69	1.89	0.49	1.01	2.49	0.29	0.19	0.43	1.3	1.42	0
SARS	37.73	43.67	41.57	44.23	45.25	50.36	46.56	41.37	39.75	51.43	43.45	78.5	20.82
RANBP3	8.57	8.06	21.53	9.46	39.06	13.93	34.06	8.79	16.03	37.8	46.21	35.37	8.73
ARID4A	22.45	13.7	36.77	13.71	4.93	4.28	2.28	13.24	3.23	2.89	3.22	14.31	7.7
EIPR1	17.54	14.21	22.63	13.75	7.16	12.6	2.79	15.93	8.01	3.82	15.23	16.66	0
PNPLA6	18.09	10.09	24.33	18.47	6.47	1.83	2.3	19.35	2.51	0.74	7.44	17.12	0
IFT88	23.45	6.66	39	21.1	2.37	4.1	2.33	16.4	5.42	2.89	4.24	6	1.31
ALG1	7.74	4.89	12.02	8.68	5.99	0.39	5.59	9.54	3.64	1.35	4.7	6.09	0
ZCCHC8	6.39	5.03	12.19	7.44	1.11	0.69	1.34	8.79	0.7	1.04	1.5	6.82	0
ABCF2	6.19	4.19	15.51	6.08	1.28	0.25	2.63	8.51	1.84	5.69	3.06	6.39	0
CHPF2	4.25	4.42	6.42	3.48	2.57	0.61	2.93	6.78	0.74	0.17	2.18	5.68	8.63
LRRC7	10.66	1.78	9.48	3.35	0.01	0.42	0.25	8.45	0.6	0.01	0.12	1.85	0
FUT8	5.2	4.62	10.76	6.18	2.54	0.37	3.34	7.53	2.92	2.59	1.25	3.78	2.31
UBA6	3.69	13.19	11.15	4.38	9.48	10.12	9.28	8.6	3.74	8.92	18.32	12.49	0
