GeneSymbol	D3_INT_EPIi_PI_1	D3_INT_EPIi_PI_2	D3_INT_EPIi_LPS_1	D3_INT_EPIi_LPS_2	D3_INT_EPIi_5OP_1	D3_INT_EPIi_5OP_2	D3_INT_EPIi_C_1	D3_INT_EPIi_C_2	D3_ISO1_EPIi_1	D3_ISO1_EPIi_2
ZBTB32	0.01	0.02	0.01	0.03	0.03	0.02	0	0	0.11	0
TYROBP	0.03	0.04	0	0	0.05	0	0	0	0	0
TMEM159	9.63	6.17	6.31	7.05	5.7	7.68	5.06	7.23	9.26	11.77
GABRA3	0	0	0	0.02	0	0	0.01	0	0.03	0.01
BRCA1	0.07	0.17	0.08	0.05	0.03	0.28	0.4	0.14	0.08	0.27
ERCC1	2.43	2.79	3.12	2.53	2.09	2.59	4.96	3.46	2.6	3.44
CD22	0.06	0.06	0.16	0.08	0.04	0.1	0.18	0.12	0.22	0.01
SEMA3B	4.48	4.88	4.98	6.51	5.68	5.08	4.45	5.83	2.62	4.62
MBTPS2	0.29	0.31	0.28	0.27	0.14	0.32	0.88	0.63	0.39	0.82
PRICKLE3	0.86	0.53	0.73	0.72	0.58	0.61	0.62	0.66	0.19	0.25
LTF	0	0	0	0	0	0	0	0	0	0
EXTL3	0.72	0.72	1.31	0.8	1.27	1.34	1.8	1.64	1.71	1.16
NR1H4	15.11	13.56	13.17	13.19	14.55	16.75	20.13	19.46	14.68	18.63
ELOVL5	27.53	17.76	20.85	23.83	30.59	34.48	21.1	24.63	34.49	46.71
ALOX5	2.93	3.71	3.08	3.69	2.6	2.24	2.65	2.3	2.13	3.49
KDM5D	0	0.02	0	0	0	0	0	0.01	0	0
CALCOCO1	4.04	4.21	5.58	4.82	2.93	5.43	4.83	6.27	12.5	14.43
UBR7	2.8	1.07	0.89	1.09	1.18	2.1	1.47	1.71	1.14	1.24
MAP4K5	4.13	2.99	3.14	2.98	3.69	4.12	3.63	4.05	4.7	5.78
EHD3	0.04	0.01	0.03	0.01	0.01	0	0	0.02	0.04	0.01
PSMC4	10.24	10.29	12.05	10.51	11.96	12.08	22.56	20.07	16.23	18.11
MAN2B2	6.07	7.61	7.77	7.62	5.93	4.63	6.49	6.81	6.47	10.25
SLC7A14	0	0	0	0	0	0	0	0	0	0
CLDN11	0	0	0	0	0	0	0	0	0	0
SLC25A39	10.7	14.68	17.92	13.68	10.92	9.89	20.68	22.92	8.41	8.67
MVP	38.24	45.73	46.06	46.71	39.72	49.9	69.24	68.76	31.84	47.06
NUB1	14.94	13.78	14.07	10.97	15.06	14.99	25.14	24.11	64.69	66.82
PGM3	4.5	3.44	4.28	3.98	4.2	5.47	5.35	6.19	6.71	9.16
RWDD2A	0.09	0.11	0.04	0.15	0.14	0.18	0.23	0.24	0.32	0.31
CLK1	6.07	2.52	6.23	2.06	6.93	4.97	3.45	4.41	3.84	5.12
POLR3B	0.3	0.15	0.25	0.29	0.17	0.27	0.95	0.99	0.25	0.39
ANGEL1	0.03	0.27	0.07	0.03	0.04	0.07	0.32	0.16	0.07	0.15
RNF14	11.68	13.75	10.66	10.73	11.15	14.34	18.29	15.51	8.46	9.72
DNASE1L1	2.02	3.31	2.98	2.43	2.26	2.12	4.31	3.94	1.5	2.01
DDX11	1.89	1.51	1.92	1.28	1.57	1.81	1.87	2.27	1.07	1.19
HEBP1	29.9	24.56	24.96	24.34	28.21	32.52	27.15	32.88	15.16	21.86
GPRC5A	140.18	130.91	150.5	130.09	151.41	163.02	186.09	185.58	97.22	109.73
MAMLD1	0.02	0	0.02	0.06	0.02	0.09	0.07	0.05	0.14	0.18
CD6	0	0	0.02	0.02	0	0	0	0	0.06	0
TACC3	0.52	0.76	0.48	0.52	0.6	0.75	1.17	0.89	0.31	1.13
UFL1	3	2.97	2.6	2.72	3.52	3.66	3.82	3.94	3.08	4.34
POLA2	0.19	0.06	0.2	0.29	0.23	0.28	0.75	0.31	0.5	0.51
ZC3H3	0.89	1.32	1.53	1.66	0.98	0.59	1.28	1.77	2.35	4.37
CAPN1	55.93	59.53	64.72	62.52	57.67	51.94	87.07	93.61	61.77	71.45
ACPP	0.26	0.13	0.19	0.18	0.4	0.08	0.08	0.15	0.7	0.09
MDH1	25.53	26.21	29.47	25.2	24.69	33.94	47.92	47.34	12.72	13.06
SLC30A9	15.66	17.42	18.83	16.29	15.53	24.04	24.6	20.33	12.11	13.44
MTMR11	9.68	9.04	10.15	10.18	12.71	14.89	14.38	13.09	8.46	10.49
COX15	6.14	6.24	5.12	3.58	5.67	7.08	7.68	6.9	3.46	4.28
CCDC88C	8.17	6.83	8.76	10.8	9.33	9.16	8.68	12.01	6.37	6.12
YAF2	0.76	1.01	0.68	1.17	1.04	2.07	1.66	1.15	2.01	1.08
ZMYND11	3.23	2.79	3.14	2.39	3.44	4.49	5.46	5.38	3.32	3.6
WAS	0.01	0.03	0.04	0.02	0	0.08	0	0	0.02	0
DPEP1	0.7	1.02	2.76	1.53	1.99	0.82	0.96	1.75	0.48	0.94
BID	3.09	2.22	3.34	3.14	2.18	0.91	2.3	5.32	8.93	12.27
MATR3_ENSG00000015479	19.78	13.09	17.53	14.13	16.08	18.63	20.97	18.59	16.79	22.78
NPC1L1	0.12	0.11	0.2	0.13	0.18	0.23	0.09	0.12	0.03	0.11
XYLT2	0.59	0.84	0.65	1.11	0.41	0.36	0.44	0.82	0.31	0.65
RGPD5	2.35	2.84	1.72	3.59	4.94	4	1.84	0.8	5.4	4.43
STMN4	0	0	0	0	0	0	0	0	0	0
NUDCD3	9.42	5.32	6.62	5.81	7.36	13.94	7.29	10.29	9.38	9.91
ISL1	0	0	0	0	0	0	0	0	0	0
CHDH	0.87	1.23	1.29	0.89	1.47	1.31	0.8	0.99	2.41	2.49
IL20RA	0.89	0.86	1.14	0.6	1.23	1.71	1.91	1.54	0.09	0.29
CLCA1	0	0	0	0	0	0	0	0	0.01	0
CLCA4	48.56	36.71	40.62	45.38	66.52	67.93	60.98	81.09	115.19	155.01
GLT8D1	1.98	1.4	1.67	1.75	1.74	2.18	2.19	2.34	1.56	1.72
ATP2C1	18.37	22.77	22.93	21.18	20.13	26.37	36.42	36.05	16.91	26.59
IGF1	0	0	0	0	0	0	0	0	0	0
SLC38A5	0	0	0	0	0	0	0	0.19	0	0
RALBP1	23.85	18.42	21.75	17.89	23.6	31.6	24.85	24.01	20.35	24.56
RUFY3	2.05	1.75	1.79	1.45	1.89	2.34	3.2	2.21	1.29	1.43
CNTN1	0	0	0	0	0	0	0	0	0	0
SLC11A1	0.06	0.01	0.01	0.04	0	0.04	0.02	0.02	0	0.02
WWTR1	3.71	2.87	2.54	4.69	2.61	4.63	4.07	4.56	3.15	5.6
AGPS	5.63	5.03	6.08	5.5	6.93	7.52	17.42	12.24	1.58	2.34
ZNF285CP_ENSG00000018607	0	0	0	0	0	0	0	0	0	0
CXorf56	1.97	1.91	1.94	1.82	2.22	2.62	3.14	3.97	2.54	2.69
ATP1A2	0	0	0.03	0.01	0	0	0.03	0	0.06	0.09
TTC27	0.08	0.08	0.07	0.16	0.06	0.1	0.48	0.29	0.18	0.21
ZNF582	0	0	0.01	0.06	0.06	0.03	0.03	0.11	0.03	0.01
VSIG2	27.73	27.9	27.91	27.13	23.72	25.25	32.41	37.52	19.02	29.33
PHLDB1	1.15	1.33	1.63	1.35	1.47	1.89	1.53	1.9	0.28	0.55
MARCO	0	0	0	0	0	0	0	0	0	0
CYP24A1	0	0.01	0.03	0.03	0.01	0	0	0	0.02	0
PRDM11	0.04	0.06	0.04	0.04	0.02	0.06	0.04	0.08	0.02	0.09
SYT13	1.33	1.2	1.58	1.45	1.49	1.38	1.9	1.91	1.05	1.47
SNAI2	0.01	0.01	0.01	0.01	0	0.06	0.05	0	0.1	0.15
CD74	22.43	20.13	23.46	30.01	15.3	20.54	25.68	22.55	616.22	591.48
HGF	0	0	0	0	0	0	0	0	0	0
ZRANB1	1.91	1.57	1.43	1.68	1.93	2.17	1.81	1.49	1.36	1.95
NCDN	0.32	0.66	0.71	0.45	0.35	0.51	0.86	1.03	0.57	0.94
ADGRA2	0	0	0	0	0	0.01	0	0	0	0
CCT8L1P_ENSG00000020219	0	0	0	0	0	0	0	0	0	0
ZFP64	1.09	1.26	1.14	1.02	2.04	1.18	1.57	1.56	0.65	1.06
MNAT1	0.84	0.25	0.31	0.53	0.71	1.05	2.7	1.25	2.04	1.75
SAMD4A	1.33	2.35	2.13	1.84	1.64	2.01	2.45	4.05	5.65	5.61
RUNX3	0.03	0.05	0.01	0.06	0.04	0.05	0.03	0.04	0.25	0.22
MRE11	0.27	0.54	0.27	0.71	0.22	0.39	0.83	1.11	0.49	0.87
PLEKHB1	0.45	0.46	0.4	0.68	0.37	0.39	0.9	0.66	0.64	0.66
SERPINB1	76.82	65.17	72.76	69.75	76.52	93.68	120.08	106.84	158.04	144.18
CYP3A43	0	0	0	0	0	0	0	0.04	0	0
SLC7A9	0.88	0.98	0.77	1.08	0.91	0.51	0.48	1.05	0.97	1.17
SPAST	2.43	1.97	2.12	1.58	2.69	2.87	2.44	3.06	2.89	2.52
NRXN3	0	0	0	0	0	0.01	0	0	0.15	0.2
OSBPL5	0.77	1.69	1.28	1.09	1.04	0.73	1.96	2.71	0.63	1.44
AQR	1.01	1.17	1.51	1.1	1.67	1.84	2.64	2.5	1.41	2.45
CPS1	0.31	0.07	0.17	0.03	0.06	0.06	0.05	0.02	0	0
C8B	0	0	0	0	0	0	0	0	0	0
FHL1	0	0	0	0.04	0	0	0.02	0	0	0
RTF2	14.79	16.46	16.23	14.74	19.11	20.32	25.59	21.88	20.26	22.66
GABRA1	0	0	0	0	0	0	0	0	0	0
NLRP2	5.53	4.34	4.62	4.71	4.59	8.8	8.97	9.07	3.96	4.89
SLC45A4	6.51	6.38	6.54	6.49	6.83	10.43	9.94	10.21	4.33	4.5
RNF10	112.79	88.03	94.98	80.73	99.7	128.26	118.19	124.98	73.42	86.39
ZNF839	0.88	0.84	0.51	0.86	1.09	0.86	1.45	1.18	1.03	1.7
ZDHHC6	3.28	2.28	2.83	2.57	4.05	3.33	4.65	3.78	4.93	4.51
GRAMD1B	2.65	2.86	3.82	2.72	3.46	2.78	10.9	7.38	2.91	2.91
RNH1	3.3	7.24	7.02	7.62	3.08	1.2	4.57	6.27	3.73	9.89
NDUFS1	33.52	32.78	34.15	29.81	35.35	42.36	46.57	47.19	21.2	20.61
RB1CC1	8.33	8.31	6.84	7.57	9.33	11.32	5.53	6.45	8.65	9.19
ERP44	8.93	9.31	9.79	10.15	10.86	13.32	12.02	12.58	12.66	14.78
ALAS1	72.85	74.2	80.68	78.77	87.79	96.2	127.12	122.07	95.99	99.54
BIRC3	63.66	44.18	52.82	56.63	74.23	75.99	55.68	65.86	333.59	400.13
AKAP11	1.33	1.28	1.41	1.32	1.48	1.96	3.02	2.5	2.27	2.59
GLRX2	0.4	0.33	0.65	0.26	0.39	0.61	1.41	0.51	0.27	0.51
SNAPC1	0.44	0.33	0.13	0.43	0.53	0.29	0.45	0.39	0.16	0.2
DERA	15.64	12.26	12.29	12.66	15.15	17.39	15.95	16.88	14.29	16.26
STRAP	6	6.81	6.81	5.33	7.31	6.88	16.51	14.04	7.35	9.37
ABCC2	11.11	10.95	9.34	10.15	11.5	13.04	30	20.62	0.36	0.14
DEF6	0.29	0.2	0.18	0.25	0.36	0.05	0.06	0.1	0.15	0.51
PLEKHO1	0.11	0.01	0.14	0.28	0.16	0.2	0.12	0.22	0.2	0.23
GCLM	5.87	5.81	5.8	3.93	5.32	6.02	9.71	7.88	2.13	2.31
UBR2	5.19	4.96	5.31	4.87	6.24	6.48	6.94	6.18	9.05	9.91
EHD2	0.59	0.55	0.78	1.07	0.33	0.41	0.54	0.87	1.18	2.08
DEPDC1	0.06	0.05	0.01	0.01	0.06	0.03	0.1	0.03	0.19	0.16
CCDC28A	2.45	3.5	2.15	2.66	2.76	3.88	2.64	3.46	3.11	5.11
RRAGD	0.5	0.44	0.86	0.43	0.35	0.91	0.19	0.34	0.64	0.81
HSF2	0.13	0.29	0.09	0.16	0.36	0.46	0.31	0.29	0.34	0.34
PHF20	1.14	1.31	1.26	1.15	1.88	2.43	2.96	2.41	2.43	3.1
HSD17B6	0	0	0	0.01	0	0	0	0	0	0
NR1H3	1.7	2.93	5.86	3.38	3.12	3.12	4.35	4.08	2.05	2.52
TYMP	1.77	2.1	2.3	2.05	1.59	1.76	1.73	2.58	11.33	20.31
NCAPH2	0.91	0.74	0.84	1.06	1.34	0.48	0.78	0.93	1.13	1.12
TOMM34	0.75	0.64	0.84	0.86	0.83	0.78	3.23	2.42	0.89	0.85
SEC63	6.1	5.3	5.37	3.11	5.32	4.61	9.73	7.86	4.02	7.84
KPNA6	2.41	2.21	2.31	2.66	2.58	3.27	5.51	4.51	2.36	2.57
VIM	0.27	0.33	0.27	0.72	0.56	0.21	0.14	0.45	0.13	0.43
RTEL1-TNFRSF6B_ENSG00000026036	0.02	0.03	0.01	0.05	0	0.04	0	0.03	0.27	0.35
FAS	2.82	1.65	1.51	2.14	1.7	2.78	5.07	3.43	16.74	19.12
RNASET2	38.36	41.76	42.85	41.26	36.7	38.7	50.35	52.52	30.03	41.31
CD44	6.65	12.2	11.26	9.94	6.61	11.26	29.76	23.68	5.99	11.5
KCNG1	0.97	0.92	0.94	1.36	1.45	0.82	0.11	0.75	0.35	0.64
AGPAT4	0.03	0.04	0.06	0.06	0.02	0.42	0.09	0.19	0.26	0.21
SLAMF7	0.03	0.02	0	0.13	0.01	0	0.11	0.03	0.02	0
BTN3A1	3.56	3.07	3.7	4.38	3.39	3.54	4.35	4.15	16.28	19.43
MIPEP	2.26	2.46	3.43	1.98	2.77	3.95	4.34	3.3	2.27	2
PRKCH	0.66	0.56	0.75	0.9	0.77	1.27	1.82	0.73	1.52	1.38
INSRR	0	0	0	0	0	0	0	0	0	0
IFNGR1	23.56	34.14	27.81	26.32	35.09	35.06	58.26	60.99	90.63	105.4
B4GALT7	0.23	0.57	0.3	0.08	0.09	0.24	0.4	0.61	0.12	0.88
SH2D2A	0.01	0	0.13	0.29	0	0	0	0	0	0.18
VRK2	1.01	0.98	1.37	0.88	1.1	1.24	2.57	2.23	3.21	4.2
TNFRSF1B	6.05	7.32	6.5	5.67	7.29	8.66	9.16	10.93	11.99	13.03
VEZT	9.2	7.53	9.48	8.11	11.94	11.34	13.23	13.26	15.87	15.64
POU2F2	0.04	0	0.02	0.01	0.01	0.05	0	0	0.02	0
BRD9	1.62	1.15	1.32	1.64	1.22	1.46	3.21	2.34	1.47	1.5
SNX1	8.32	9.02	8.04	10.3	10.06	10.61	13.76	15.21	8.88	19.19
TBPL1	1.66	0.96	0.71	0.95	1.15	0.76	1.81	1.07	1.16	1.48
ARNTL2	1.41	0.8	1.25	1.56	1.73	1.35	1.97	1.65	5.77	6.91
BCLAF1	22.28	18.58	19.53	19.8	22.21	29	30.72	21.37	21.24	29.87
SLC39A9	12.34	11.39	12.44	11.46	14.41	15.84	18.77	18.21	11.01	14.09
ANK1	0.28	0.19	0.34	0.39	0.58	0.2	0.87	0.48	0.45	0.45
IBSP	0	0	0	0	0	0	0	0	0	0
TFB1M	0.14	0.15	0.5	0.27	0.28	0.55	0.99	0.28	0.69	0.78
RABEP1	6.64	5.68	5.6	5.13	6.36	8.08	10.25	10.75	5.93	6.09
HMGB3	6.89	6	6.72	7.41	7.94	8.03	15.63	13.12	10.95	14.41
NUP160	0.57	1.49	0.75	1.18	0.95	1.33	0.72	1	1.45	2
BAK1	11.19	10.8	13.3	11.87	11.16	10.3	19.62	19.51	17.63	20.68
MUSK	0	0	0	0	0	0	0	0	0	0.01
IKZF2	0.43	0.2	0.45	0.22	0.31	1.06	0.41	0.51	0.25	0.18
GRN	76.86	74.58	79.3	80.74	70.71	56.27	73.56	92.3	77.85	125.05
FAM13B	1.3	1.18	1.11	0.77	1.47	1.44	1.55	1.18	1.68	1.59
ARHGAP31	0	0.07	0.03	0.03	0.09	0.02	0.01	0.05	0.13	0.05
CENPQ	0.33	0.15	0.26	0.2	0.42	0.67	0.29	0.32	0.87	0.89
SARS	10.22	10.46	9.8	9.36	10.86	13.96	17.88	16.29	11.24	12.4
RANBP3	13.22	12.11	11.18	10.11	14.71	15.55	16.83	19.39	9.89	17.34
ARID4A	2.71	2.95	2.2	1.69	3.66	3.75	3.22	3.37	5.15	5.63
EIPR1	1.65	2.04	1.87	1.89	3.08	1.84	6.26	5.6	2.12	2.75
PNPLA6	9.05	11.45	12.8	12.09	12.64	9.3	12.66	14.2	5.61	9.86
IFT88	0.75	0.66	0.52	0.65	0.92	0.94	1.36	1.12	0.46	0.64
ALG1	0.48	0.84	0.54	0.64	0.4	0.85	2.13	1.59	0.46	0.3
ZCCHC8	1.28	0.7	1.05	1.62	1.95	1.81	1.23	1.59	3.31	2.57
ABCF2	0.81	0.14	0.75	0.32	0.38	0.45	1.66	0.9	0.52	0.35
CHPF2	3.13	3.03	3.67	3.35	3.02	2.59	4.38	5.3	2.55	3.2
LRRC7	0	0	0	0	0	0.01	0.01	0	0	0
FUT8	9.28	9.41	8.85	7.87	10.15	10.89	14.51	13.75	3.21	4.6
UBA6	13.25	8.05	9.5	10.52	10.23	15.1	13.81	13.9	17.8	16.59
GAB2	1.33	1.25	1.1	1.15	1.26	1.61	1.23	1.31	0.67	0.89
ATP6V0A1	27.56	23.45	22.34	23.66	28.19	31.98	38.23	40.74	16.66	19.23
PIAS1	19.71	15.6	13.07	13.79	18.5	20.92	16.26	14.87	21.79	29.64
SLC4A7	1.33	0.85	0.97	1.2	1.79	1.86	0.61	1.04	4.83	4.24
APBA2	0	0	0	0	0	0	0	0	0	0
MAP2K3	23.11	25.22	22.8	21.7	22.73	18.98	28.59	31.37	34.18	40.98
EFCAB1	0	0.03	0	0.07	0	0	0	0	0.05	0.35
TMSB10	842.08	847.52	796.83	819.67	719.49	829.75	1012.68	988.42	1030.55	1360
ASTE1	1.05	1.3	1.12	0.9	1.69	1.11	1.31	1.32	0.7	0.82
RNF19A	44.97	31.98	28.71	29.41	36.53	51.19	39.22	40.31	55.33	80.52
PEX3	0.36	0.28	0.14	0.43	0.3	0.35	0.66	0.62	1.57	1.92
GABARAPL2	26.26	22.97	21.12	23.05	26.28	25.92	28.02	29.57	30.67	38.31
MYOC	0	0	0	0	0	0	0	0	0	0
SH3YL1	8.02	5.73	5.79	5.08	6.5	10.66	9.86	7.93	3.84	4.36
FAM136A	1.92	2.01	2.29	2.02	2.18	2.15	5.25	5.38	2.7	3.2
VCL	24.61	23.39	25.55	24.93	26.24	30.07	37.34	37.79	30.29	35.03
DEPDC1B	1.08	0.76	0.49	0.81	0.76	0.76	2.1	1.36	0.67	0.71
DAPK2	4.56	6.97	3.71	8.81	6.49	4.78	3.27	7.27	0.74	3.04
NSMAF	0.93	0.6	0.88	1.01	1	1.04	2.11	1.15	0.91	0.85
ADSS	4.98	4.54	4.61	4.92	6.24	6.23	4.63	5.83	2.29	3.22
STAP1	0	0	0	0	0	0	0	0	0	0
TIMP2	73.05	56.58	62.85	63.42	66.42	79.03	57.01	66.2	81.54	105.62
RFC1	4.06	1.98	4.19	2.73	2.62	4.68	5	4.66	8.88	7.68
TBC1D23	7.31	6.03	6.08	6.27	7.74	8.49	9.21	8.29	7.6	8.21
CUL3	13.85	12.18	15.21	13.15	17.7	19.82	21.39	19.32	15.62	20.24
MYOM2	0.27	0.1	0.06	0.27	0.06	0	0.16	0.27	0.17	0.28
OTC	0.22	0.07	0.19	0.02	0.34	0.48	0.29	0.25	0.05	0.04
CYP46A1	0	0	0	0	0	0	0	0	0	0
AC118549.1	1.48	0.89	0.77	1.47	1.5	1.89	1.52	1.96	1.19	1.68
SLC18A1	0	0	0	0	0	0	0	0	0	0
USP2	13.93	10.58	8.53	7.07	7.07	10.17	18.42	14.19	3.67	5.73
CASR	0	0	0	0	0	0	0	0	0	0
TUBG2	0.47	0.7	0.36	0.32	0.52	0.61	0.51	0.85	0.37	0.33
RPL26L1	3.7	3.76	4.26	3.14	3.85	3.29	9.31	8.07	3.82	7.52
FLT4	0	0	0	0	0	0	0.05	0	0	0
NSUN2	1.39	1.51	1.76	1.83	1.69	1.8	6.69	4.26	2.31	2.34
FBXO42	0.76	0.52	0.77	0.94	0.88	0.72	0.65	1.37	1.17	0.64
MFAP3	2.59	2.78	2.2	2.23	3.02	3.46	3.77	4.2	3.18	3.54
MRI1	0.4	0.29	0.44	0.27	0.5	0.23	0.33	0.68	0.34	0.43
METTL1	0.06	0.15	0.07	0.08	0.27	0.39	0.29	0.4	0.14	0.33
HOXC8	0	0	0	0	0	0	0	0	0	0
AGA	5.28	3.74	4.27	3.06	4.29	3.77	3.07	4.05	4.01	4.64
PI4K2B	7.23	5.82	5.81	7.34	9.5	8.69	7.13	8.98	7.26	9.57
BOD1L1	4.33	3.49	4.24	3.88	5.06	5.64	4.47	5.39	5.05	6.25
MAT2B	12.28	12.83	12.03	12.31	13.26	16.65	13.14	14.67	15.78	20.46
TLL1	0	0	0	0	0	0	0	0	0	0
EDC4	8.29	4.09	4.74	7.85	8.75	9.13	9.2	8.56	9	8.49
TRIO	27.86	28.17	28.51	27.83	23.64	30.01	21.69	30.5	37.89	45.01
VCAN	0	0	0.05	0	0	0.13	0	0	0	0
CLEC16A	5.55	5.13	6.06	4.7	4.99	6.18	8.17	9.27	4.01	5.7
MSR1	0	0	0	0	0	0	0	0	0	0
CDH1	191.42	173.59	180.4	176.33	220	249.51	156.63	169.4	215.05	248.16
MTREX	1.95	1.67	1.52	1.8	2.78	2.45	5.65	3.17	2.05	4.1
DNAH5	0.15	0.09	0.1	0.1	0.17	0.12	0.33	0.21	2.49	3.29
ZFYVE16	3.36	3.83	2.97	2.4	3.41	3.35	4.85	5.82	4.39	3.6
RIPOR1	4.89	4.83	5.28	5.54	4.84	5.87	4.94	5.72	8.37	10.57
C6	0	0	0	0	0	0	0	0	0	0
RAI14	13.22	13.66	16.6	12.56	21.33	18.08	12.63	19.94	3.95	7.84
SOX30	0	0	0.08	0.03	0.02	0.01	0.06	0.01	0.02	0
PNKP	1.15	1.78	2.13	2.29	2.37	2.79	3.98	4.03	2.54	3.5
BEST2	0.01	0	0	0	0	0.04	0	0	0	0
PHLPP2	9.67	8.33	8.86	8.32	13.16	12.94	10.53	12.73	8.34	9.15
SPDL1	0.29	0.38	0.53	0.28	0.12	0.66	0.65	1.1	0.23	0.19
STAU2	11.41	8.28	8.2	9.73	13.59	16.61	10.04	13.56	9.38	14.39
SLC66A1	2.74	4.17	3.2	4.19	2.14	2.15	2.93	3.6	1.41	2.85
CTNS	0.95	1.34	1.63	0.58	1	1.52	1.96	1.32	2.02	1.95
RTN4R	0.84	1.62	1.16	2.42	0.55	0.99	0.57	1.08	0.24	0.8
PHF23	13.72	9.1	11.51	10.16	13.61	13.45	15.06	14.16	13.53	17.92
CDH10	0	0	0	0	0	0	0	0	0	0
INPP4A	1.06	1.83	1.72	0.87	1.1	0.87	3.14	2.53	6.79	4.97
RAB27B	1.74	1.97	2.18	2.12	2.19	2.37	4.82	3.55	2.28	3.79
PSMA4	17.95	17.7	19.06	17.68	20.38	26.54	43.24	32.49	42.95	47.18
MYO16	0.02	0.03	0.01	0	0.01	0.02	0.01	0.2	0.05	0.04
LSG1	1.07	0.85	1.53	0.74	1.34	1.08	3.43	2.22	1.52	1.45
PARP3	4.98	5.11	4.72	5.2	5.7	6.46	5.16	5.27	9.78	12.67
TNC	0.02	0	0.05	0.04	0	0	0.01	0	0.05	0.36
THAP3	0.72	0.92	0.91	1.06	0.66	0.51	0.85	0.9	0.58	1.65
RIPOR3	0.03	0.04	0.02	0.05	0	0.02	0.07	0.09	0.01	0.06
TDP1	0.28	0.44	0.32	1.12	0.77	0.74	0.86	0.85	0.84	1.35
AIFM2	8.31	9.64	8.66	7.68	7.61	7.65	17.61	13.4	3.45	4.86
C2orf83	0	0	0	0	0	0	0	0	0	0
SPATA7	0.15	0.33	0.21	0.17	0.38	0.29	0.34	0.55	0.24	0.33
MED17	0.36	0.48	0.47	0.43	0.13	0.37	0.25	0.73	0.29	0.2
RETSAT	33.74	33.16	34.01	32.62	35.07	40.45	40.69	41.96	16.7	22.96
CAPG	64.48	59.47	59.91	53.54	52.68	41.02	70.85	59.09	75.98	96.3
AP2S1	9.38	12.61	11.73	12.25	8.65	9.07	21.81	18.81	7.76	9.69
USH2A	0	0	0	0	0	0	0	0	0.01	0
ZPBP	0	0	0	0	0	0	0	0	0	0
TG	0.23	0	0	0.17	0	0	0	0	0	0
ADAM28	0.33	0.03	0.06	0.02	0.12	0.25	0.27	0.08	0.66	0.39
BARX2	3.24	3.3	3.5	3.18	2.99	4.08	4.01	3.95	1.38	3.06
DCUN1D1	8.31	7.47	9.15	9.76	9.98	14.79	11.27	13.12	9.09	8.94
JADE2	2.47	3.58	2.35	3.39	2.35	1.82	1.32	2.3	7.53	13.44
ZIC2	0	0	0	0	0	0	0	0	0	0
LCP2	0	0.01	0	0.04	0	0.05	0.16	0	0.09	0
TRIT1	0.49	0.34	0.24	0.53	0.98	0.25	1.22	0.99	0.63	0.53
ADRB1	0.52	0.44	0.43	0.65	0.47	0.54	0.45	0.46	0.36	0.75
GUCA2B	1.37	1.5	2.5	2	1.32	1.2	1.52	2.73	0.41	2.76
CUL7	1.72	1.2	1.19	1.85	2.8	1.75	1.11	1.98	1.94	1.77
CTNNA1	219.6	169.37	182.25	170.25	226.03	304.92	241.17	221.19	182.98	245.76
PHKA2	11.2	10.37	10.62	12.09	14.97	16.17	5.35	10.36	2.78	4.31
CNTLN	0.01	0	0	0	0.01	0	0.01	0	0.01	0.02
EPHA3	0	0	0	0	0	0	0	0	0	0
HSPA5	24.98	22.9	28.86	29.74	37.84	33.48	37.02	42.52	77.63	100.45
DSG2	219.22	181.34	188.38	186.67	231.91	287.7	201.28	224.88	211.87	271.05
GEMIN8	0.27	0.53	0.62	0.52	0.08	0.59	1.09	1.34	1.02	1.08
OFD1	3.89	3.15	3.51	2.96	4.33	4.86	5.4	5.41	8.38	9.4
GPM6B	0	0.02	0	0	0	0.04	0.06	0.02	0.11	0.02
MAGEC2	0	0	0	0	0	0	0	0	0	0
PREX2	0	0	0	0	0	0	0	0	0	0
WDR37	2.52	3.28	3.34	3.34	3.19	3.75	3.48	4.77	2.95	3.55
YTHDC2	1.55	1.55	0.84	1.2	1.96	1.22	4.27	3.72	3.02	2.19
CTPS2	1.52	1.27	2.02	1.67	2.01	1.79	2.63	2.52	3.01	3.27
ATP6V1H	6.94	6.31	8.92	4.54	9.17	8.56	11.38	10.66	11.22	13.59
POLR2B	8.35	8.46	8.37	7.36	10.94	11.58	15.46	11.37	10.74	11.46
FAM214A	1.88	1.96	3.47	1.99	2.34	3.4	2.74	2.3	4.2	2.73
ARAP2	1.49	1.07	1.18	1.63	1.48	1.93	2.33	1.7	11.32	12.29
TPR	4.38	4.17	4.31	3.74	4.94	5.18	7.79	7.27	5.42	6.74
CP	0.15	0.04	0.03	0.02	0.22	0	0.19	0.14	5.32	5.5
KIAA0556	3.32	3.61	5.36	2.86	4.12	6.29	7.92	6.18	4.91	6.47
DTNBP1	1.47	1.44	1.17	1.6	1.8	1.8	2	1.28	2.7	2.73
XK	4.16	3.81	3.22	3.28	3.8	4.85	4.67	4.48	2.29	2.6
ANO2	0.06	0.09	0.12	0.06	0.11	0.1	0.2	0.23	0.04	0.07
C12orf4	0.26	0.07	0.43	0.33	0.52	0.65	0.91	2.08	1.49	1.37
SCML1	0.48	0.28	0.49	0.44	0.36	0.75	0.38	0.67	0.89	0.79
WWC3	2.08	2.03	2.34	2.41	2.45	2.11	2.08	2.64	1.63	2.71
ARHGAP6	0.03	0	0.03	0.01	0.05	0.08	0	0	0.03	0.02
